[00:00:54.960] チまど可愛い。チまど可愛い。チまど
[02:29:16.279] がないからさ。いや、これは叶わへん。これは無理や。勝てない。え、もうこれもう積んだんかな、俺。もしかして罪ではえ。
[02:29:37.359] ええ。
[02:29:57.479] まずいな、これ。
[02:30:17.680] しんどない?これ見てる方もしんどないか?これ
[02:30:29.560] 若干酔った。笑。
[02:30:32.040] そうだよね。ごめん。
[02:30:35.960] でもこれもうちょっとちょ複雑すぎるって。どこ行え?あ、く
[02:30:42.240] なってきた。
[02:30:43.760] 帰れるかもしれない。あ、帰れないかもしれない。
[02:30:52.160] パチパチパチパチ。
[02:30:55.240] 帰ろう。もう帰ろう。もう
[02:30:57.200] 2
[02:30:57.319] 度とこ来ない。こんなとこにはもうこんなとこには
[02:30:59.479] 2度と来ない。こんにちは。
[02:31:04.439] ありがとう。さよなら。また会いましょう。こんにちは。ありがとう。さよなら。は大変。
[02:31:14.960] また会いましょう。打ってつけろ。打ってつけろ。うん。この後ろから
[02:31:25.319] 1人称、3
[02:31:26.960] 人称。アーダコーダはちょっとだいぶしんどいよな。
[02:31:33.200] もうこいつ死ぬで。
[02:31:41.680] 行ける。これ
[02:31:45.399] 帰ろ。帰ろ
[02:31:48.600] 帰ろ
[02:31:50.359] よ
[02:31:51.880] 。
[02:31:53.560] あ、やった。石落ちてた。これを食べれば
[02:31:55.760] 生き返れる。これを食べれば生き返れる。
[02:31:58.720] もう帰ろ。
[02:32:04.560] これを貯べればHP
[02:32:05.880] が回復する。あれ?回復しない。よしよしよしよしよしよしよしよしよし。もうもうもうもうもうもうもうもう帰りますよ。私もう帰ってセーブして終わりにしますから。
[02:32:17.880] えい。でも帰れそう。ちょっと帰れそうな予感がするよ、俺。
[02:32:49.279] 体感えぐくない?頭の位置全然変わらない
[02:32:52.800] んだけど。
[02:32:54.720] 頭の位置肉上選手みてえじゃん。こいつ頭
[02:32:57.880] の位置全然変わんねえじゃん。こんな走っ
[02:32:59.399] てるの
[02:33:01.439] 体感がえぐすぎる。
[02:33:07.680] あ、帰れるかも。俺帰れるかも。
[02:33:12.359] あーん、帰れた。よかった。あー、
[02:33:18.840] 会感。
[02:33:19.520] よかった。やった。生きて帰れた。
[02:33:23.880] ぐーぐ。
[02:33:29.840] 労働の喜び。うん。結構お金なんじゃない?さて、報酬かに?
[02:33:40.080] 4000円ぐらい。
[02:33:42.840] で、とんでもねえ。
[02:33:45.960] 1万6000
[02:33:48.800] たさんて結構不真か。なんでやねん。
[02:33:52.240] 真面目やろ。
[02:33:55.680] 1万6250円です。
[02:33:59.120] やったぜ。し遂げたぜ。
[02:34:04.120] さ、そろそろセーブして終わろうかしら。
[02:34:05.720] さんやった
[02:34:06.760] やったね。お金ちょっとこれ
[02:34:11.279] 宝箱の練習。笑顔の練習。
[02:34:16.479] 笑顔の練習。
[02:34:29.520] あと何買っとこうかな。まあもうあんま
[02:34:32.120] 買うもんねえ。もう任天堂がどんな限定出
[02:34:34.960] てきてもよし。
[02:34:37.319] 残念ながら今日発表されたポケモンの限定版
[02:34:40.279] 2万です。これでも買えない。高いよ。
[02:34:47.479] 高い。笑笑。
[02:34:48.560] 高いよ。2万は。
[02:34:51.760] 2万は高いよ。
[02:34:55.319] 俺メトロイドの3
[02:34:56.439] 万する合金予約してっからさ。
[02:34:59.800] 買えねえんだよ。さすがに。
[02:35:02.800] 3
[02:35:03.160] 万円するメトロイドの超合金予約してるから。そ。
[02:35:06.240] そういえばあれ2
[02:35:07.120] 年くらいだっけ?バイオ夢。
[02:35:09.479] ああ、バイオの夢グループのコラボ見たわ。あれすげえおもろれかった。夢グループとコラボしてんでしょ、今。バイオもろすぎだろ。なんかあの水機なんつうたっけ?あのぶら下がり健康機ついてくんでしょ。えぐすぎだろ。
[02:35:26.399] ジョクかと思ったら本当てる
[02:35:28.640] ね。で、しかも売り切れたんでしょ?売り切れたんでしょ?開けてみて。これ開かないわ。
[02:35:38.080] あんなにボタンだらけの鍵わけわかんないよ。
[02:35:40.200] え、もう売り切れ。
[02:35:41.319] もう売り切れてるらしいよ。どうでも良くないよ。開けなさい。開けなさい。
[02:36:00.160] え
[02:36:02.200] え。
[02:36:04.279] 何開けるんだよ、それ。ちょっと待ってよ
[02:36:06.279] 。さっきと信じが違う。ごめん、ごめん、
[02:36:07.680] ごめん。間違えちゃった。ごめん。開けて
[02:36:09.359] 、開けて、開けて、開けて。それご
[02:36:14.520] なん、もうごめん。間違ったつうの。
[02:36:21.600] ここでますすんや。
[02:36:25.680] どうでもよくない。開けなさい。
[02:36:28.920] え、
[02:36:34.640] さっきとC
[02:36:35.120] が違う。ごめん、ごめん、ごめん。さし、ごめん。間違った。ごめん。開き直ってるし。別に開き直ってねえだろ。別分かったわよ。ちょっと頑張ってみてよ。それ頑張って開けてみて。
[02:36:53.800] ふう。
[02:36:56.560] ん、分かった。
[02:37:08.439] 分かったわ。
[02:37:09.240] お、簡単な計算をすれば開きそう。
[02:37:18.240] 1+1は10ちょ。全然違え。
[02:37:30.319] 変だな。2進法なのに。うざ。確かに2
[02:37:33.840] 進法だったら2は10になるけど。確かに
[02:37:40.960] 2進法って
[02:37:48.800] 1+11
[02:37:51.760] え。1あれ2進砲でさ、12って1010
[02:37:56.080] もあるか?
[02:37:58.160] いや、もうこれちょ俺わかんない。なんか
[02:38:00.240] 原理は分かるんだけど覚えてないよ。原理
[02:38:03.319] はわかあやべ、無視しちゃった。バカだ
[02:38:06.359] からわかんないって。高卒なんだから。
[02:38:09.640] 高卒なんだから勘弁してくれよ。そういう
[02:38:11.640] のは
[02:38:14.120] 俺数学のテスト6点取ったことあるんだ
[02:38:16.120] から。
[02:38:19.720] イエス。
[02:38:32.319] なんで誰もコメントしてないの?お前ら、
[02:38:34.399] お前らまさか2進法わかんないからって
[02:38:36.920] 黙ってんじゃねえよ。
[02:38:41.319] よし、これで開けられるようになったって
[02:38:43.160] ことだな。スパナほら。
[02:38:55.520] やべ。調子乗り始めた。
[02:38:56.479] 6000なんてまだマし。6000
[02:38:57.840] なんてまだマし。
[02:38:58.479] 得意だったけど社会で使わんから。
[02:39:00.800] 数学得意ってだない?数学得意のやつっておる。
[02:39:07.279] 6点なんてまだマシンそう。適当にやって
[02:39:11.960] 6点だよ。しかも別にこれだけ分かったと
[02:39:14.279] かじゃなくてなんか適当に
[02:39:20.319] きち
[02:39:24.359] どうです?足の力がダめ。そんなことし
[02:39:26.960] ちゃ。
[02:39:45.479] 可愛い。うん。オッケー。オッケー。可愛い。可愛い。うん。
[02:40:02.319] うん。
[02:40:06.040] さて、この辺にしとこっかな。
[02:40:09.840] 死ぬって少し分かってきたような気がする。
[02:40:11.840] ああ、分かってきた。でももう考えたくないわ。へ。
[02:40:17.520] わあ。おいおいおい。またお前そのモード入った?入ったよ。少し悲しいわ。死は救済なのにまだその境地には至ってないんだ。
[02:40:33.479] 悲しいよな。
[02:40:35.880] 死って悲しいよな。
[02:40:40.560] ああ、眠たくなったから俺もやめよ。やめよ。今日ここまでにしいいよ。今日はここまでにします。ありがとうございました。まあ、なんか進んだような気がするんでいいと思います。
[02:40:55.880] ドラクエも今度やるの?
[02:40:57.200] ドラクエもやるに決まってんじゃん。ドラクエ
[02:40:59.479] 7早くやるけどうずしてんだよ。
[02:41:01.479] ただやり始めたらまた2ヶ月ぐらいかかり
[02:41:03.560] そうだからちょっとその間にまた他の
[02:41:06.120] ゲームもちょっとやっとこうと思って。
[02:41:14.520] ドラクエ7やりたいよ、早く。
[02:41:19.520] でもさ、お店結構
[02:41:22.200] ゲーム屋さん回ってるんだけど
[02:41:23.439] switchチどこ行っても売ってないん
[02:41:25.160] だよね。どこに行っても売ってないか配信
[02:41:28.120] 終わる気じゃ終わる終わる終わるよ。
[02:41:31.439] もうもう深夜の0時あった。
[02:41:34.920] 0
[02:41:35.040] 時43
[02:41:35.800] 分だから。だから明日も昼間から配信します。
[02:41:38.279] コミュニケーション
[02:41:39.359] やめますか?
[02:41:40.640] やめます。はい。やめます。じゃあまたね。じゃあまたな。お前らも終わり。今日おしまいた。
[02:41:57.600] 明日は明日はあの明日はね、昼末っから配信しようと思ってましてで、明日ちょっとね、このゲームじゃなくて単発かもしんないんだけど、ちょっとごめん。どうしても俺ね、ま、みんな興味あるかわかんないけど、ちょっとね。
[02:42:11.000] ありがとう。
[02:42:11.840] 明日さ、俺さ、さ、ちょ、だからシューティングやりたくてさ、ちょっと明日さ、
[02:42:15.359] 1
[02:42:15.560] 回ちょっとドラ、ちょ、これもう確定。もうあの、グラデウス
[02:42:18.399] 2やります。グラデウス2
[02:42:19.520] じゃねえや。グラディウス2。
[02:42:22.279] これ2じゃなくてグラディウス2
[02:42:23.680] なんでよろしく。これちょっとやりたいんで、あの、やりますから。
[02:42:27.319] MSXではい、よろしく。
[02:42:29.720] グラディウス2
[02:42:30.319] ね。そう。え、これマジでグラディウスファーやっちゃうか。
[02:42:33.359] グラデウスムスックス
[02:42:35.279] グラディウス2とグラディウス2
[02:42:37.880] って違くてメンタリスト第
[02:42:40.920] 5みたいな話し方。グラディウス
[02:42:43.040] 2とグラディウス2って違くて。
[02:42:45.840] そう。
[02:42:47.040] このアラビア数字じゃなくて
[02:42:49.080] A数字のこの2になってるのが
[02:42:52.080] 2で
[02:42:53.319] 違くてで、あのこのドラクエとかと一緒のこのこのアラビア文字みたいになってんのが
[02:42:58.880] 2
[02:42:59.120] でちょっと全然違うんですよ。こっちやりたいなと思ってということで、ま、昼間からやるんでうん。あんまりあの深夜勢だと受け受けが悪そうなので昼間昼間昼間からやろうと思ってます。はい。そんな感じでありがとうござました。ありがござました。
[02:43:14.840] で、明日はね、言うてもね、俺も次の日さ、じんちゃんとさ、あの、幕張り行くんでさ、朝早いからそんな遅くまではできないと思います。はい、ということで、ありがとう。やした。ありがとうやした。
[02:43:25.399] 近藤するとぐらに警察がやってきました。
[02:43:27.960] そう、そう、そう。これもあの、
[02:43:29.600] これもあれな、あの警察、あの
[02:43:32.760] 2度とま、2
[02:43:33.840] 度と間違えんじゃねえよってやつが出てくるんで気をつけてくださいね。グラニとグラツ違いますんで。そんな感じでありがとうございました。よし。
[02:43:42.240] グラニ
[02:43:43.160] グラに。
[02:43:43.800] そう、グラにね、明日にやるわ。ついことでありがとうやした。またお会いしましょう。今日はレドしよっか。今日はレドしよっかな。めちゃんもお疲れちゃん。ありがとうね。
[02:43:54.240] お疲れね。お疲れ。お疲れね。グラタン大イス。グラタンダイス。
[02:43:57.800] お疲れん。
[02:44:01.760] MDさんもありがとうね。
[02:44:02.600] お疲れ様でした。
[02:44:03.720] レビさんもありがとう。じん、お疲れちゃん。じちゃん、お疲れちゃん。さて、誰にレイドしようかな。
[02:44:13.359] あー、ありがとう。
[02:44:20.279] あ、おれじゃん。
[02:44:21.840] ガンバの
[02:44:22.399] あ、だ、ガンバのレ太郎やってんの?今。あ、やってんじゃん。あ、ガンバのレ太郎じゃ行こう。ガンバのレ太郎行こう。こいついつも夏休みだな。こいつも夏休みだな。
[02:44:37.479] っていうことでガンバのレ太郎に
[02:44:39.840] までも正直あの太郎にするわ。力した方が多分事情った。
[02:44:46.319] 多分面白
[02:44:47.399] よろしく。
[02:44:48.680] おめでとう。ちゃんでした。
[02:44:50.800] おめでとう。
[02:44:51.399] 明日も配信しますんでよろしくお願いします。ない。
[02:44:55.760] おやすみ。
[02:44:56.319] おやすみ。バイバイ。
[02:44:58.319] ありがとやん。した。
[02:44:59.399] お疲れでした。あらした。じゃ、ガンバのレ太郎さんに。
[02:45:05.120] ガンバのレ太郎にレードしよう。バルガン太郎さんにレドします。荒らした。
[02:45:14.240] 荒らした。
[02:45:20.200] お休みゲーム時代を超えたゲームで心を踊らせたい時間は今日寝れそうじゃな
[02:45:37.160] おや
[02:45:38.720] うんおやすみありがとうねを包む時代をに感じ
[02:45:47.000] カロンが就職なんて冗談さ。なんかゲーム
[02:45:50.720] の先に弱明けが見えたよ。
[02:45:58.120] お休みちゃう。時代を超えたゲームで心を
[02:46:02.720] 踊らせた楽しい時間は今日は終わりだ。
[02:46:07.520] レオンの光が夢を継続
[02:46:11.720] 派手なバカは
[02:46:15.279] 今日は脱いで
[02:46:17.640] 邪魔げ
[02:46:19.600] 休み
[02:46:22.880] 楽しい時間は今日は終わりだ。邪魔
[02:46:28.960] お休み邪魔。
[02:46:35.479] ほんじゃね。エボたエボ玉エボた
[02:46:40.800] お休
