[00:00:36.399] ひ下
[00:32:40.639] 回ちょっとこれで。ああ。どうすか?これちょうどえんちゃう?
[00:32:46.200] キーボードで操作がデフォルトなので本体に機能を集約してます。
[00:32:51.600] や連機能とか全部本体にあります。
[00:32:54.880] じゃん。ええ感じ。
[00:32:55.919] ええ感じ。オ待って待って。じゃあ最初からやらせてよ。じゃあ最初からやらせてよ。
[00:33:03.240] MSX
[00:33:04.240] ごめんね。これ俺がさ、あの、あの、ここにキーホルダーつけてたやん。このあのプレステのやつ。そしたら多分触っちゃったんだ、多分。よし。いいっすなあ。まだ、しかもまだ
[00:33:26.679] 30分やって、まだ1面、1
[00:33:28.360] 面もこせてないっていう。
[00:33:31.159] 30分やって、まだ1
[00:33:32.360] 面もこせてないっていうね。いや、いいの、いいの、いいの、いいの、いいの。うまい、うまいだけがあれじゃないからな。
[00:33:39.840] 見てない。
[00:33:41.320] ボスもまだ見てない。
[00:33:42.360] まだ触りしか見てないけど
[00:33:44.360] BGMは本当にいいか?
[00:33:46.120] いや、BGM
[00:33:46.799] めっちゃかっこいい。これオプションやっぱオプションよな。いや、タッツンもさ、グラディウスやってほしいわ。カすで。
[00:33:59.240] グラディウスやってほしい。おもろいで。曲もかっこいいし、世界観もいいし。是非やってほしいな。
[00:34:10.079] シューティングゲームの名作らしい。
[00:34:11.960] いや、もうこれをやらずしてシューティングは語れないですわな。めっちゃ作品数あるから。
[00:34:18.280] フラグでは初見1時間1
[00:34:20.119] 面は別に不思議ではい。あ、本当に
[00:34:22.720] それくらいの難易度。笑。
[00:34:25.119] またこのガクガクスクロールがね、やっぱね、慣れるまでは大変だよね。危ないよ、これで。危ないからね、今のね。そこでダブルだ。やっぱダブルがあるとこの上、上が
[00:34:38.079] 上が、上があのあれだから。危ない、危ない、危ない。やっぱ粉なんだよね。やっぱ粉なみなんだよね。ここまでは行けるんだよ。落ち着けばここまでは行けんのよ。
[00:34:54.280] こっからなんだよな。問題はな。ただここは一応中間というかこ上から打って。ええ、このさ、ちょっと待って、ちょ待って。なんで難しいか分かったわ。あのね、
[00:35:07.520] だけどコナミのレトロゲームて
[00:35:10.000] GM良くない?
[00:35:10.720] そう、そう。めっちゃ好き。あのね、コナミ派クラブっていうコナミの車内バンドがやってて、で、なんで俺とかたっつんがコなミの
[00:35:17.640] BGM
[00:35:18.240] をね、あ、これいいなって思うかって言うと俺分かったの。
[00:35:22.440] コナミの区の、ま、1番有名なあの、ま、
[00:35:25.960] 人たち、ま、みんなバンドなんだよね。だ
[00:35:27.599] からなんて言うの打ち込みで作ってんだ
[00:35:29.680] けど、ちゃんとなんて言うの?バンドを
[00:35:31.880] ストリングとかであの、演奏できるなんて
[00:35:34.599] いうの不面になってんのよ。だからなんか
[00:35:36.400] 聞いて気持ちいいか、バンドっぽいか。だ
[00:35:38.960] からなんかね、すげえ俺らかっこい
[00:35:41.640] だよね、やっぱ。
[00:35:43.200] で、なんで難しいかって言うと、これさ、あの、
[00:35:45.560] 8ドットずつこうやってさ、
[00:35:46.960] 得する、
[00:35:47.720] あの、8
[00:35:48.680] ずつこうやって、あの、あれするじゃん。あの、スクロールするじゃん。弾がまだ当たらないってあってもスクロールするとガンって、このなんかあの弾がさ、あ、まだそこにあるなって思ってもなんか移動した時にグンってさ、あの、当たるとこに重なってくんだよね。だから難しいんだ、これ。このスクロールがさ、やっぱ特殊だからさ。
[00:36:13.800] まだ全然距離あるなと思ってもめちゃ無理やって。無理やって。それは
[00:36:23.319] 当たり判定もガクガクなの?笑。
[00:36:25.920] でっかいの当たり判定が。よしよしよしよしよし。ま、弾は割とスムーズに動いてるね。でもね。よしよし。いいよいいよいいよいよいいよいよ。
[00:36:41.640] で、何に当たった?え、今の当たってた
[00:36:43.400] なんか。え、当たってた?今何も当たって
[00:36:46.079] ない。今当たってた。なんかバグか?今
[00:36:48.319] なんか当たってなかったよな。あ、早。
[00:36:51.520] ゲームオーバ早いな。今当たってたか?
[00:36:56.599] ちょっと待って。これ怖い。この配線で
[00:36:58.560] このプラもしかも見て。クソかっこいい。
[00:37:01.640] このビッグバイパーのプラもこれデラコマ
[00:37:04.040] 君に塗装してもらって作った。
[00:37:06.319] もうやっぱグラディウスってもうめっちゃかっこかっこよすぎるねんな。俺大好きや。
[00:37:11.480] かっこいい。背景と弾の動きが同機してないから距離が掴みにくいんですよな。
[00:37:17.520] おお、
[00:37:18.079] めちゃめちゃかっこよくない?これビッグバイパー。ま、これの主人公はビッグバイパーじゃなくてメタリオンなんだけどね。よいしょ。配線でちょっと倒しちゃいそうだから移動した。
[00:37:31.839] よし、じゃもうそろそろ本気でちょ、そぼち、ソぼち本気でやりますわ。見せるみんなに。これちゃんとストーリーあるんだ。
[00:37:41.359] そうなんだよ。MSX
[00:37:42.440] 版のね、あのストーリー展開が熱いんだよ。ま、文字早すぎて読めないんだけど。他のグラディウスってあんまりストーリーを文字で語ったりしないんだけど、
[00:37:54.040] MSX
[00:37:54.720] 版はね、結構ストーリーが深く作り込まれてるんだよね。それもまたいいなと思って。
[00:38:01.560] この頃のコみシューティングって割と当たり判定でかいのもい。
[00:38:06.040] いや、でかいでかい。マジででかい。当たり判定が危ねえ。オプション。はい。オプション。てーん。デレレレ。
[00:38:15.079] BGM
[00:38:15.480] 良すぎ。いや、もうそろそろ見せたいよ。そろそろ見せたいよ。違う画面を。あんま上狙わないようにしよう。これ地面も当たり判定あるからね。もちろん。
[00:38:31.040] よしよしよしよしよし。あいつ怖いな。あの上にいるの怖いな。あの引方。よしよしよしよし。
[00:38:39.280] 男を見せろ。
[00:38:41.040] 危ない。敵の当たり判定でかいのにカプセルの当たり判定ちっちゃ。敵の当たり判定でかいのにカプセルの当たり判定ちっちゃ。ダブル。
[00:38:50.839] 笑笑いぞいいぞいいぞいいぞいいぞいいぞ。
[00:38:58.319] だ、ここまでは行けるんだよ、さっきから
[00:39:00.280] 。
[00:39:02.119] ここまでは行けんね。
[00:39:06.119] いや、レーザー、レーザーも欲しいが。
[00:39:09.520] レーザーも欲しいが。フォースフィールド
[00:39:11.560] 。いい。
[00:39:14.000] これフォースフィールド何発まで耐えれる
[00:39:15.720] んだ、これ?今この飛行機の前にさ、なん
[00:39:19.440] か歯車みたいのあるじゃん。これがあの
[00:39:21.680] シールドなんだよね。
[00:39:23.520] 何発まで耐えれる?あ、そらってても地面に当たっちゃだめよ。
[00:39:30.720] 笑笑
[00:39:33.480] そらダめよ。いや、無理。これもけない。もう下手すぎて全然下手すぎて。だったら最初からやらせてくれ。下手すぎて全然進めねえんだけど。むずない。むずない。これマジでめちゃくちゃむずいんだけど。
[00:39:58.240] もうさすがに行くわ。さすがに行くで。
[00:40:01.640] もうクリアしてええだろ。せめてボス、
[00:40:04.760] ボスぐらい見せてやりてえな。
[00:40:07.440] 倒せない。倒せない。なんで倒せないんだ
[00:40:09.480] 、今の。
[00:40:19.079] よし。ミサイルレベルにはいらない。まだ
[00:40:28.319] レーザーもいらない。ここでとりあえず
[00:40:30.040] オプションまではオ
[00:40:36.800] ああ行っちゃった。
[00:40:41.319] ま、オプションとダブルがあれば
[00:40:43.760] オプションとダブルがあれば
[00:40:47.119] みーちゃんこんばんは。みんちゃん
[00:40:48.160] こんばんは。
[00:40:50.839] もうトライアゲインに継ぐトライアゲイン
[00:40:52.920] よ。もう
[00:40:56.240] やっぱ味があるだろ。この
[00:41:00.319] 危ね。いや、ダブル欲しい。ダブル欲しい
[00:41:01.920] 。ダブル欲しい。メタルじゃない。
[00:41:07.160] よしよしよしよしよしよしよしよしよし
[00:41:13.839] よしいいぞいぞいぞいぞ
[00:41:16.400] よし
[00:41:20.280] ここまでは来れるんだけどなここまでは
[00:41:22.079] なあ
[00:41:24.000] 間違ってレーザー取っちゃった間違って
[00:41:25.800] レーザー取っちゃった違うよここレーザー
[00:41:27.640] じゃないよし
[00:41:31.319] まレーザーでもでもまあまあでもいいか
[00:41:33.119] レーザーでもいい
[00:41:39.240] 橋本、こんにちは。
[00:41:40.560] 待って、こんにちは。待って。今、え、多分フィさんでしょ、橋本って。ルフィさん、こんばんは。いやー、弾が多すぎるんだよ。よしよしよしよしよしよしよしよしよし。いいね。あ、いいよ、いいよ、いいよ。いや、だ、出しすぎ、出しすぎ。
[00:41:59.599] 楽しそうですね。
[00:42:00.880] ちょっと待って。
[00:42:02.680] え、めちゃめちゃ楽しいよ。めっちゃ楽しいよ。めっちゃおもろいで、このゲーム。レーザーレベル
[00:42:09.960] 2
[00:42:10.160] じゃない?オプション。ああ、もうこれ。あ、むずいな。むずいことさせるなよ、俺に。あまり。よしよしよしよしよしよしよしよしよし。ああ、後ろからはダめだよ。後ろからはダめだよ。それは
[00:42:26.599] 前にしか盾持ってないんだから。
[00:42:29.720] 後ろからの速度じゃないよ、今のは。
[00:42:33.680] ちょっともう無理。もう無理。もう無理。
[00:42:37.400] ちょっと
[00:42:39.040] 全然クリアできねえぞ、これ。
[00:42:44.680] いや、コンティニューした方がいいのかな
