[00:00:11.719] ちゃまドペペペちゃまドペペペちゃまドペ
[00:31:01.360] クソ汚ねえ汚ねえ動物の森の声がするはい
[00:31:05.000] 以上
[00:31:06.399] です以上になりますえ大丈夫ですか皆さん
[00:31:11.240] 以上がチュートリアルですけどもえ大丈夫
[00:31:13.279] 行くよこれから本番次のリフ行ってみよう
[00:31:17.159] かクソおもろい次のリフじゃないよこれ
[00:31:20.720] あれじゃねえ
[00:31:23.200] か固定じゃねえかよそれ
[00:31:26.840] あたなんか今すごい痛なったもう連打し
[00:31:29.720] たらあでこれ出た懐かしい
[00:31:33.440] こいつ日本中互になってるか
[00:31:38.679] ななってるね
[00:31:43.720] よしこれ敵です証おい
[00:31:50.600] やめろゴリゴリさんに似てるよねポリゴン
[00:31:54.880] 朝原ゴリゴリさんこれこのゲームがもに
[00:31:58.240] なったらゴリゴリさんだろうなこれの役
[00:32:00.600] この人起こしてあげるから
[00:32:03.159] ね笑笑前回も行ってたねゴリゴリさんに
[00:32:19.519] 行けるういお疲れあさんお
[00:32:25.120] 疲れちょっともうちょちょっとお前らまだ
[00:32:27.519] 待てよ
[00:32:29.200] 今始まるから
[00:32:36.200] なじゃあシーズ頑張ってみんなを助けて
[00:32:39.960] あげてねでも僕は邪魔しちゃうけど
[00:32:51.120] ね
[00:32:53.760] はいもうなんか毎回そうなんだよな
[00:32:58.440] なんか
[00:33:00.679] あのなんだっけあのほらえっとルーマニア
[00:33:04.360] の時もそうだったけどさ立ち上がりが不安
[00:33:07.240] なゲームって絶対おもろいから大丈夫だよ
[00:33:10.080] この不安
[00:33:14.480] は今ね100人接続してる中で今1人今
[00:33:17.600] 起こしてもらったじゃない変な子えババく
[00:33:20.200] これがこのハビタットという現実の町の中
[00:33:23.399] に
[00:33:24.120] いるの中にいるたこあのみんな家族になっ
[00:33:28.799] てますこれ家族になってます例えばこんな
[00:33:30.519] 風にそが君とかこれババく今ねババ君だけ
[00:33:33.919] が起きましたえババ君ババ1の16歳高校
[00:33:36.519] 生え性格非常に真面目両親が働かないため
[00:33:39.600] 家事を全てこなしながら一家の家系をババ
[00:33:42.120] 郎と共にバえっとバイトで支えるえ米を
[00:33:44.799] 買うのにも困るような現状に疲れて
[00:33:47.440] いるえクソ貧乏のババ君が起きましたなの
[00:33:51.519] でこの子をナビゲーションしてきましょう
[00:33:53.120] このゲームはですねあの僕ができることっ
[00:33:56.080] て本当に何もないんすよこの君の1日を
[00:33:58.880] ウォッチングしてハートが出たら拾うか
[00:34:01.360] それかも拾わないかそれしかできません
[00:34:03.840] それしかできませんま見ていきましょうえ
[00:34:07.399] アバターの監を開始しますはいよろしくお
[00:34:09.079] 願いし
[00:34:10.159] ます俺は何も操作しないから俺は何も操作
[00:34:13.679] しない
[00:34:16.960] かあと前回より画質がめちゃめちゃ向上し
[00:34:20.040] てるいいぞ前回画質悪くてさ文字読め
[00:34:22.240] なかったん
[00:34:26.000] だんなはんあれあるのよこういうなんか
[00:34:28.879] そのなんていうのなんかさちょっと上切れ
[00:34:31.599] て
[00:34:35.520] ねなんか上ちょっと切れ
[00:34:40.200] てる切れてない
[00:34:42.440] ね切れてないななんか上ちょっと見切れ
[00:34:46.679] てるような気がすんだけどそんなことない
[00:34:54.879] か切れてるねえ切れてるよねなんか
[00:34:58.960] ねまでもちょっとぐらいいっ
[00:35:02.320] かえババ一動16歳朝ババケ行き
[00:35:08.200] ます顔はなかなかイケメンだけどな
[00:35:11.920] なかなかイケメンだ
[00:35:14.440] ぞもうゴキブリがもうもうゴキブリがいる
[00:35:18.760] じゃねえか僕何してたんだっけこれ何も
[00:35:22.560] できないです俺はあ父ちゃんが固まっ
[00:35:25.839] てるでも僕は動けるんだ
[00:35:30.400] なあれそういえ
[00:35:34.400] ば次郎と母ちゃんはどこ行ったか
[00:35:40.680] なあいます次郎もおい
[00:35:47.000] 次郎次郎って
[00:35:49.119] ばしっかりしろ
[00:35:52.359] よこれであのこういう風にこいつが出会っ
[00:35:55.079] た人をできるだけこう起こして行って
[00:35:57.839] くれるんですよね誰に出会うかわかんない
[00:36:00.040] んだけどでどんどんここ
[00:36:05.480] 賑やかはいこれジ君きましたジ起きました
[00:36:09.400] 商品エナジー10でえはいはいはいはい
[00:36:11.839] これまどうでもいいとしてあと97人
[00:36:13.880] 固まって
[00:36:17.720] ますはいこあれれあまこんばんは気がつい
[00:36:21.839] たのかよかったどうしたの僕なぜか固まっ
[00:36:26.200] てたんだよ
[00:36:29.760] でも助かってよかったうわでけえ
[00:36:33.319] ハートいいぞできるだけハッピーにして
[00:36:36.000] やりて父ちゃんと母ちゃん
[00:36:38.920] は父ちゃんは横で固まっ
[00:36:41.599] てる父ちゃん起こさないりリアルだよなで
[00:36:44.560] も母ちゃんはいないん
[00:36:46.400] だえ母ちゃんいないのべ俺が吸い取って
[00:36:50.960] やろ母ちゃんはねどっかで固まってんだよ
[00:36:53.680] 街のどっかで
[00:36:57.640] 面白いやつやってる
[00:37:01.160] 顔パンが1枚だけ
[00:37:04.119] かお腹減ったおいどっのが止まんねえ
[00:37:08.880] よパンが1枚しか
[00:37:11.319] ない何か食べ物てるおい次郎このパン食べ
[00:37:15.160] なよ笑笑兄ちゃんは食べないの半分粉
[00:37:18.319] しよう
[00:37:20.680] よ兄ちゃんはもう食べたん
[00:37:23.359] だ食べてないよ食べてないわあやった
[00:37:28.920] 泣けるぜ生きろよ次郎僕は大丈夫さ無し
[00:37:36.079] 無しおいしいよおいしいよ見てられない
[00:37:40.280] 兄ちゃん
[00:37:41.720] そしてそのハート俺がもらうっていうババ
[00:37:45.720] 福ねえ父ちゃんどうしたの父ちゃんも
[00:37:48.800] 固まってます起きない固まったまま
[00:37:53.200] だ父ちゃん気づいてよ
[00:37:57.720] よしオ行くぞ20あれば起こせべこれ
[00:38:00.920] 起こす人間も続柄自分と近しい人間は
[00:38:04.839] 少ないエネルギーで少ないエネルギーで
[00:38:07.680] 怒れせるんです例えば今ほらあのババ福
[00:38:10.280] 父親ババ一郎息子ってなってんじゃん家族
[00:38:12.599] だとかだと友達とか家族とかだとすごく
[00:38:15.560] 簡単にあの起こせるんだよただ赤の他人と
[00:38:19.160] かだとめっちゃ大変なのだだ赤の他人を
[00:38:21.920] どうやって起こしてくかでも起こしてか
[00:38:23.480] ないとどんどん進まないからがあるんだな
[00:38:26.319] そうで今はババ一郎君は1人しかいない
[00:38:29.680] からこれだけど全員が例えば起きた後に
[00:38:32.119] ババ君をやるとここであの出会わなかった
[00:38:35.760] 人が出会っていろんなことが起きるように
[00:38:37.760] なってくのよまあまあ見とけやこれ連打
[00:38:40.800] きついよ
[00:38:43.280] ねはい父親が起きましたクズですこいつ
[00:38:49.440] はクズですこいつはさあ父親
[00:38:52.599] ですでも連打得意だよねちゃまうん8は
[00:38:56.640] 連打下手だもん定期的にボタン押してだけ
[00:38:59.160] あなんだ一郎ふよかった気づいてくれ
[00:39:03.599] たよがねえなら寝るぞあらら結局寝ちゃう
[00:39:06.640] のこれハートもらい
[00:39:10.319] ます起こす必要ねえと思うけどさ起こして
[00:39:13.280] やるただボタン押してるだけだね腹減った
[00:39:18.400] よ学校行く前に飯しだを飲むぞ
[00:39:27.560] もん
[00:39:28.560] な水飲ん
[00:39:31.040] で水飲んでるこのお兄ちゃん可いすぎるよ
[00:39:34.800] なふお腹
[00:39:40.319] いっぱい水飲んでハートが出ます彼は彼は
[00:39:44.880] 水を飲んでハートが出ますそしてそのその
[00:39:47.240] 泣けなしのハートを俺が吸い取り
[00:39:50.079] ます
[00:39:51.800] 悲しいババケ朝終了これ学校に行くんすね
[00:39:55.599] 学校には通れてんだな
[00:39:59.079] 弟を空腹から救えから水がうまい手じゃ
[00:40:03.400] ないですか移動しますみんなは朝昼朝昼夕
[00:40:07.920] 夜って4つのセクションに分かれて
[00:40:10.800] て見てくれ
[00:40:13.520] このババ
[00:40:15.760] プル学校に行ってんのか
[00:40:18.480] なでもよ学校は給食とかあるだろすごい
[00:40:21.839] 早歩き
[00:40:23.880] 顔学校にやってまりましたみんな固まって
[00:40:26.680] んだろうな学校ももなさあ昼
[00:40:33.079] です給食費払ってなさ
[00:40:36.319] そうでも給食者払ってなくてもまあさ給食
[00:40:40.520] 食えるからなクローバー高校行きました
[00:40:43.200] こういう風にいろんなマップねいろんな
[00:40:45.880] ところにもう本当にもうアバター起きて
[00:40:48.599] くれば分かるけど本当にもうAIで勝手に
[00:40:51.079] いろんなとこに行くの
[00:40:53.720] よいろんな場所があるわけゲーム屋さんが
[00:40:56.680] あったりとか
[00:40:57.760] 仮のほらゲームショップとかお花屋さんが
[00:41:00.359] あったりとか
[00:41:08.160] な高校クローバー高校来まし
[00:41:14.040] たババ一郎16歳キルクローバー
[00:41:21.319] 高校いいなかばってていいな
[00:41:35.400] さほらみんな凍ってるぞ先生も生徒もね
[00:41:38.800] 先生聞こえます
[00:41:40.640] かもう授業始まってます
[00:41:43.760] ようんだめか
[00:41:48.440] よし起こすのね先生起きてください21で
[00:41:51.920] 起こせる
[00:41:53.160] かちょっとやっぱ家族よりもちょっとあれ
[00:41:56.359] か
[00:41:57.839] あいや行けるな教師と生徒でも行けるねオ
[00:42:01.920] オあ20ほら消費エナジ20なんだよ
[00:42:05.119] やっぱ家族じゃないとちょっと遠い
[00:42:08.000] からでもかなり幸せで今
[00:42:11.040] 俺先生大丈夫ですかなんだパ早く責につけ
[00:42:15.319] え
[00:42:17.160] はいよしじゃあ授業始める
[00:42:20.960] ぞえ34ページからとにかく授業が始まっ
[00:42:25.079] て
[00:42:27.400] かなちょっとこれもらっとこうまだ起こす
[00:42:30.720] からな多分
[00:42:34.200] なお腹減ったよお腹減ったよって言ってる
[00:42:38.240] 心の中
[00:42:42.240] であノート書き残し
[00:42:46.200] たあ先生まだ黒板消さないで
[00:42:52.200] 何お前がノマだからだくずうわくずすぎる
