[00:00:00.199] ちゃまぷんちゃにめ
[00:36:28.720] お父のおかげ。パ殺しよ。
[00:36:32.079] この門を開けるよ。
[00:36:34.839] やっぱ殺しだよな。
[00:36:36.480] 他の侍はつきそう。
[00:36:38.400] 他の侍誰にも伝えておらん。
[00:36:42.040] 石川に
[00:36:43.079] やっぱり刀でお石川先生も来てくれんのかで
[00:36:46.440] 死んだの?いや、谷で冬を疲れた。
[00:36:50.240] あんたも
[00:36:52.280] 何?こっち何?何?何?何?何?
[00:36:56.760] どっち?
[00:36:57.480] この向こうに警告。そこから逃げ。こっち
[00:37:02.319] 先に行って。
[00:37:03.839] え、人いんの?いない。いね。
[00:37:13.920] 父親を不に失って
[00:37:15.599] 結構アイテム使っちゃったかな?さっき
[00:37:17.280] その辛さ抱えきれた
[00:37:18.960] 時に辛く思う。
[00:37:26.200] 崖を降りられないこれ
[00:37:31.839] ねえ。何が見える?
[00:37:38.200] うえ、何これ?なぜ手をかさなかった?
[00:37:42.880] あ、お父さん。
[00:37:45.880] 父上。これ幻格ですか?これ
[00:37:48.640] 見殺しにしたな。お助けしたかった。
[00:37:55.040] どうした?見てたんだね。殺される様を。
[00:37:58.400] え?何?何?何?
[00:38:00.400] 何か見た?顔。
[00:38:03.640] あ、え、え、え、
[00:38:04.880] ユも幻覚えなんかなんかおかしい。
[00:38:08.160] なんかなんかおかしくない?これも毒の
[00:38:12.119] ええ何これ?
[00:38:14.520] 幻は始まりに過ぎぬ。
[00:38:17.000] お面白
[00:38:18.599] 我が助けなくては恐怖と苦痛のに沈む。
[00:38:21.890] [音楽]
[00:38:23.760] うわあ。
[00:38:24.520] 我が先動を務めよう。うちに秘めたる罪。
[00:38:29.240] 最初からこっちやっときゃよかった。
[00:38:30.480] れ変わるがよい。くそ面しれえ。
[00:38:33.119] 我が樹脂のずれもが通ってきた道だ。そうして島を我らがもとしの父の意志をつも
[00:38:41.560] これ日本人なの?大
[00:38:43.319] 海賊を残らず殴り殺す。
[00:38:45.520] なりるっていう字ってエロくない?男、女、男だよ。
[00:38:49.359] あ、
[00:38:52.960] アヌとか。
[00:38:55.599] ああ、どうなんだろう。お
[00:39:18.000] え、なんかでも
[00:39:20.200] あの殺された時の
[00:39:23.480] どこにおる父上
[00:39:28.760] なんか
[00:39:29.280] 哀れなく父をなくし魂が彷徨っておる。
[00:39:33.599] なんかファンタジー要素が多いな。ダウンロードコンテンツ精神的なというか。
[00:39:46.160] 我が子に全てを授けたかった。
[00:39:48.599] 静岡的なつになれ。
[00:39:52.240] その名を出すなよ。
[00:39:54.200] お、そこは危ない。こっちだ。
[00:39:57.119] 今参ります。
[00:39:58.319] 父の疑いを己れ自身が証明したのだ。武士なら父を見殺しにするはずがない。
[00:40:08.200] うわ、
[00:40:12.240] あれ
[00:40:12.560] 父上の鳴き柄を乗せて船で津に戻った。
[00:40:17.800] うん。
[00:40:19.520] をして。
[00:40:20.079] あ、こんばんは。あ、ライフスやってます。
[00:40:25.640] うわあ。あつはく弱いで死ねばの家は耐えてしまって
[00:40:34.640] はを連れたくはなかっ
[00:40:36.800] いや終わったんじゃない?元からやってなかった。
[00:40:41.520] 元からやってなかった
[00:40:43.680] きれ。
[00:40:45.280] 足がフラワーパーク見てじゃん。
[00:40:47.180] [音楽]
[00:40:49.240] 足がフラワーパークみたいになってじゃん。足フラ。
[00:40:53.560] 富士の花見たいな。
[00:40:54.839] めちゃめちゃ綺麗だね、これね。
[00:40:56.680] フの花っすね。
[00:40:57.839] ただかあれだよ。カナ分がえぐいよ。
[00:40:59.680] に見れるあれね。カナブがえぐい。
[00:41:03.079] してやられた全て族の契約。
[00:41:06.839] 我が兵壊すのやめ。おわ。
[00:41:14.599] うわ。何?
[00:41:17.640] いや、怖。
[00:41:20.560] ダークネス足の花じゃなくてなのかよ。おお。
[00:41:28.560] 今少しだ。うわ、が父を死せた
[00:41:32.920] 川のイメージ。
[00:41:33.920] うん。なんかね、ちょっとね、ま、ま、ちょっとあのアーカイブ見てもらえば分かるけどね。
[00:41:40.640] あれ、もうちょっと頭こんがらがありすぎてもうわけわかんねえから。
[00:41:44.839] あ、
[00:41:48.160] うわ、上、
[00:41:52.960] 誰?生きてるか?
[00:41:54.560] 誰?な、何て読むの?それ名前それなんて読むの?それほんまみたいなとか。
[00:42:01.680] お前名前今なんて読む?近くにいる
[00:42:03.960] な何て読む?これ何この名前?
[00:42:06.599] るぞ。何像だよ。天
[00:42:11.400] 天本当に天ら
[00:42:15.520] 天ら本当に天
[00:42:21.319] 誰だよまだ仰めてるなしばらく休め
[00:42:26.520] 誰何者だ垂れぞ答え惜しいです
[00:42:31.119] その言葉つきここじゃ通しです
[00:42:34.520] 津島だと思うな
[00:42:36.839] 幻が何を言
[00:42:39.359] 立ちを抜け。切って確かめてみるか。な
[00:42:42.640] んだこっち?
[00:42:43.440] 代わりに答えよう。梅の森の戦はどちらが勝った?
[00:42:49.960] 戦の前東海以上雨が降って大水で侍も島のものも死んだ。
[00:42:55.920] これゴーストオブ島のダウンダウンロードコンテンツね。
[00:43:01.559] 俺からも聞かせてくれ。
[00:43:03.359] 侍が生で何してんだ?
[00:43:06.800] 大が津島に石膏を送り、俺はその所行を見た。奴らを止めねばならん。
[00:43:15.480] うん。では毒のことも知ってるんだな。
[00:43:17.880] あら、あの毒は好身に回っておれ。
[00:43:22.119] あ、俺が作った毒とは違うの?
[00:43:23.680] は確かなのか?
[00:43:25.960] そんなやつ初めてだ。
[00:43:27.880] イカほどでは消える?
[00:43:30.480] 消えねえ。
[00:43:32.319] おそらく
[00:43:33.839] ではまず自己紹介しろよ。天
[00:43:37.480] いつから俺1つだ。
[00:43:40.200] 俺の仲間は荒がってるがほとんどの奴らは殺された。
[00:43:44.960] 俺も手助けする。
[00:43:46.720] 豊かを知りけよう。
[00:43:49.040] 侍が族を助けるって。
[00:43:51.359] あ、俗なんだ。おを倒すためだ。
[00:43:54.480] 直おえ。お前から名乗れや。
[00:43:57.960] 槍川の手だ。
[00:43:59.920] しばらく考えさせてくれ。
[00:44:01.800] お前は槍川の人土の
[00:44:04.480] 答えもせずに立つのか。
[00:44:06.680] 生き残りを探すのさ。あんたも正気づいておけ。話がしたかったら西の浜辺にある小屋だ。
[00:44:14.960] うん。なんていう名前だお前。
[00:44:16.240] その前に毒で潰れてなきゃいいけど。
[00:44:18.480] なんて読むかすごい気になってんだよお前名前。いや名前聞けや。
[00:44:45.160] 気を休めてから天にあ、本当に天なんかい。しかもなんで名前知ってんだよ。うわ、いっぱい出てきたね。
[00:44:56.280] あ、ここが鳥でね。ま、ここを取り戻すの
[00:44:58.800] が最終的な目的なんかな。で、ここがま、
[00:45:02.960] メインストーリーね。このあれのね、この
[00:45:06.400] 全然違うとこにいるんすよ。俺、俺たち
[00:45:08.599] メインはここだったんだけど、もうこれ
[00:45:10.839] ダウンロードコンテト、こっていう島ね。
[00:45:13.800] 息という島でここで昔この人の主人公の
[00:45:18.240] お父さんが殺されたんだよね。多分ね
[00:45:21.520] 。
[00:45:22.559] で、結構それがトラウマになってますか?酒で酒って名前ついてるんだ。ここお父さんが立てた砦でね。ちょっと遠いね。ちょっとここ曲がってこっか。ここを助けてこっかな。
[00:45:36.839] 大高族から息を守らねば。
[00:45:44.880] かあ、すげえ。すげえ綺麗じゃん。
[00:45:49.400] なんだよ。
[00:45:52.240] 行くとせ父の死から目を背けてきた。またしても逃げるとあば
[00:45:58.520] 原営は膨らむ一方。
[00:46:00.960] これは毒のせだ。1
[00:46:02.079] 人で父の死と向き合えるのか?
[00:46:04.920] 知を貸してやるぞ。
[00:46:06.640] 待ってんだ。
[00:46:07.160] 魂をと闇に沈めたくはなかろう。
[00:46:11.920] 幻、まだ聞こえるか?
[00:46:14.319] 変な毒飲まされちゃったんですよ。こう行くか。
[00:46:21.440] あ、
[00:46:27.079] 知るべきの
[00:46:29.800] め、めちゃくちゃさ、あの、なんて言うの?あの頻度が高くない?現長の。あ、近い。めっちゃ近いやん。うん。どこ?あ、その奥ね。
[00:46:31.440] [音楽]
[00:46:51.079] 蒙古兵を倒せ。オッケー。
[00:46:54.599] 鳥持ちで倒せってしたね。
[00:46:58.280] オいやーんいますね
[00:47:02.240] 。ただあそこのやグに1人いて他は
[00:47:06.480] ほとんど中だな。ああ、そっちにもいるね
[00:47:09.160] 。ま、別、別口だ。あ、こっち行っ
[00:47:13.040] ちゃおっか。あ、あれ?敵?あ、敵か。
[00:47:16.800] だる。あんだ。あれ敵か。
[00:47:20.359] あの高がいるのだるいね
[00:47:23.400] 。高がバレるん。うわ、めっちゃおるやん
[00:47:27.079] 。あいつだけ殺してえな
[00:47:29.839] 。ほらほらだるねんお前。
[00:47:37.640] まジいやだ見つかった
[00:47:43.680] いやいやいやいやいやいやいやいやいやいや
[00:47:44.680] 見つかってない。
[00:47:46.880] ギリセーフやろ。え、なんだ?え、何だけでも
[00:47:48.880] [音楽]
[00:47:50.559] なんだお前ら。え?え?何お前?え?何?なんだよ。
[00:47:53.200] [音楽]
[00:47:56.400] 何?あいつ何?あとまた高がさ、またタがいっとよ。だりいいからさ。あれ?高。あ、高。
[00:48:19.160] いや、こんなん当たるて
[00:48:22.559] 。これ高殺すのめっちゃむずない
[00:48:26.160] ?なんか木に止まってくんねえかな
[00:48:32.440] 。まいっ
[00:48:39.680] かバレてないよね
[00:48:44.280] 。
[00:48:45.319] あ、やっべ。さすがにまず。あ、これでバレてねえのか。よいしょ。オッケー。あっちとあっちにいる。結構いるね。結構いるんだよね。ああ、タいるね。
[00:49:13.200] あの高がうざいんだ。どっか止まれや
[00:49:18.040] 。あいつに全部バレちゃうんだよな。
[00:49:32.000] よしよしよしよしよしよしよしよしよしよしよしよしよしよしよしよしよしよしよしよしよしよしよしよしよしえ
[00:49:46.599] そんなことある
[00:49:47.720] よしよしよしよしよしよしよしよしよしよし東大元クラシってやつだ
[00:49:55.359] 東大元苦しだよ。お前見てないねん。足元。よし、あっちも行くぞ。あっちも行こう。
[00:50:05.520] 東大元クラシー。
[00:50:07.559] 東大デモクラシー。よしよしよしよし。ただタが怖い。タが。
[00:50:19.200] よしよしよしよしよしよしよしよしよしよしよし
[00:50:26.680] よしよしそしてそっち結構これ見晴らし台
[00:50:30.839] じゃんもう
[00:50:32.079] 見晴し次第の敵多くねまいやこう全部殺していくぞやべえこっち向いてるのかな
[00:50:47.280] 逆光で見えん。
[00:50:55.559] お、セミナ開いてる。オケ。うーい。で、あそこにめっちゃめっちゃいるって多いよ。
[00:51:16.079] よしよしよし。ザル警備がよ。
[00:51:19.000] 絶対見られてるだろ、こんなの。
[00:51:20.799] いや、待って。あれ高いる?あいないか。よしよしよしよしよしよしよしよし。ざ警備だな、これ。う、
[00:51:35.960] あとはあっちね。
