[00:00:14.599] どりゃ
[00:30:42.000] く逆に楽しってほしいリアクション芸人
[00:30:46.640] かそのて
[00:30:49.480] ほしい何何どうした何を
[00:30:52.440] 発見長
[00:30:56.919] 発見館長発見え一時館長かなうこれもしか
[00:31:01.880] してえそ結構ハードプレイじゃないじゃ
[00:31:05.360] これはその島田りかがあれだよな便秘な
[00:31:09.480] 便秘だから便秘だからそれを知って浣腸を
[00:31:13.000] 買ってくれてるんだよねまさかそれプレイ
[00:31:16.120] に使うってわけじゃないでしょえそういう
[00:31:17.919] ことじゃないのねさすがにねあすげえドク
[00:31:20.919] 出
[00:31:22.080] た長発見
[00:31:31.600] でもあるよねそういうプレイいやある
[00:31:33.519] でしょ全然全然めちゃめちゃハードなった
[00:31:37.000] ことあるないないないない私の椅子になっ
[00:31:40.480] てみて何何言うんだよいきなりまなん
[00:31:43.639] でしょさ早く4四バになりなさいよ冗談
[00:31:47.480] じゃないやらないよ本当は嬉しいくせに
[00:31:49.399] ほんの一瞬でいい
[00:31:50.960] からそこまで言うならしょうがない
[00:31:54.559] なしょうがないな
[00:32:00.159] お
[00:32:01.720] 面白いすっごい興奮するバレちゃっ
[00:32:06.799] たなんなんだよなんなんだよくそバレた
[00:32:12.320] こうなったら
[00:32:14.080] 仕方ない自分を解放しろ大丈夫だよ自分を
[00:32:17.279] 解放するん
[00:32:21.240] だ能あるや
[00:32:23.760] ん最初から分かってたのよわごめんなさい
[00:32:28.240] 女王様に隠し事なんて10年早いんだよ
[00:32:30.799] この
[00:32:32.279] 痛いリカ子様最高
[00:32:35.440] ですあなたは私の奴隷よはいはなんなり
[00:32:42.200] とえ意外なクソでかハートきついえ
[00:32:49.919] 嘘勝利のビシに
[00:32:53.720] よよ今日はビールがうまいではで
[00:32:58.960] 私の女王様も似合ってたか
[00:33:01.399] も今日は最高俺様のビにいなって
[00:33:08.320] こと窓
[00:33:12.000] 最高わ終わっ
[00:33:14.360] たあまさかまさかとは思うがないよなえ
[00:33:18.880] まさか来るかこれ来ないよねまさか嘘わ
[00:33:29.559] 会館会館下
[00:33:36.000] か来る来るんだ会
[00:33:41.519] 会館まこういうゲーム
[00:33:45.240] ですあららそうかそうですかチアーと
[00:33:50.240] ゆかりチアーとゆかリッチアートどういう
[00:33:53.440] ゲームだよいやま愛の形はなエンジョイく
[00:33:56.080] 1ョ
[00:33:58.279] はさやっ色あるから
[00:34:02.080] ねやっぱり窓だったのね秀いじめてあげる
[00:34:05.320] からかこし
[00:34:07.760] なさいそれぞれの愛の形だよ
[00:34:11.639] うんそれぞれの愛の形ですはい残り
[00:34:15.000] オフラインアバターがこれで24になり
[00:34:17.480] ましたあていうかあいつ出なかったねお
[00:34:19.599] 邪魔キャラお腹元気出なかったねありだろ
[00:34:23.159] これ本人もまざらではない
[00:34:31.520] えーどうしようマジ
[00:34:35.879] かの行ったか44行ったねもう本当終わり
[00:34:39.200] が見えてきてる
[00:34:41.760] 正直森秀これ彼氏なま彼氏はやんなくて
[00:34:45.159] いいかなどうしようかな森21歳カフェ
[00:34:48.320] 店員容姿の良さでカフェの客に人気えあ
[00:34:51.679] モテるんだねこの子ねモテるねいやもう
[00:34:54.320] 結構やってるからねこれもう肉体なのか
[00:34:56.599] 精神なのかどっちかにした方がいいより
[00:34:59.200] いやわかいやもうそうだねエリお前それは
[00:35:01.560] 分かってるわ俺も俺肉体的な窓じゃないん
[00:35:05.119] すよ俺精神的な魔で痛いのとかやなの殴ら
[00:35:09.160] れたりなんかビンタとかやあのロソとかや
[00:35:13.240] だやだやだなんか
[00:35:15.160] こうわあって
[00:35:19.000] えーもうえ島学同棲中窓としての素質が
[00:35:23.800] 開花しえ急長中しかし自らが窓であること
[00:35:27.040] をりに気づかれないようにしているねして
[00:35:31.560] いますから
[00:35:37.560] 耳耳元で攻めまでも耳は噛んでもいいかも
[00:35:42.920] ねはいやってきましちょっと次誰行こうか
[00:35:46.520] ななんかがっつり起こせそうなところ行き
[00:35:50.440] たく
[00:35:52.520] ない悪いなじゃないあっ
[00:35:56.640] てある時は小学生行きたくねえんだよなえ
[00:35:59.920] なんかさどうしようかな誰行く菊って誰だ
[00:36:03.319] 菊修三えソフト会社社員あまた同じ会社だ
[00:36:07.319] ね家中にパソコンを置くほどのパソコン
[00:36:09.720] 好きプログラマー普段は無口だがチャット
[00:36:12.079] やメールを使うと人格が変わってより軽い
[00:36:14.319] 喋りになる
[00:36:17.400] あーおねこじゃなくてみーちゃんなの右耳
[00:36:20.800] でおとちゃの左耳からさくってことうん
[00:36:24.160] ちょなんかうるせえなんだなんだなんだあ
[00:36:27.839] 両耳
[00:36:31.800] から薄い本キボンヌだな増田あマだけねえ
[00:36:37.160] 誰行こうか
[00:36:38.760] な山田太郎ときますねサンシャイン池
[00:36:43.119] みたいになるよふだ服だな
[00:36:48.480] かこマイペースで家族を構わない地と仲の
[00:36:52.119] いい母とえ娘本日娘の誕生日金徹夜あ
[00:36:57.880] ソフト会社社員デザイナー自分の世界を
[00:37:00.400] 作り妻や娘ともあまり関わらないへ娘の
[00:37:04.160] 誕生日すら忘れている状態ゴミじゃん
[00:37:06.400] ほんま早ああなんかいたなはやとはえ古
[00:37:11.960] からの友人3人でよ集まって上るらしい
[00:37:14.800] からなんか見たい見たい家庭はどこ見たい
[00:37:19.599] 家庭はすあここやったな親をなくした
[00:37:24.920] 女の子とそれを元気けたい夫婦ねあこれも
[00:37:29.240] やりましたねコの子役タレントとして成功
[00:37:33.440] を目立つ娘えコのサリとあリサとそれを
[00:37:36.720] 徹底的にサポートする妻このやよいから
[00:37:39.760] しいたげられながら暮らす親父親外で会う
[00:37:42.800] 人に愚痴を言毎日あーえどうしよう誰
[00:37:51.920] 行くう斎藤は2人ともこれやったほほんも
[00:37:58.680] あほんまのこのあれかああのめちゃめちゃ
[00:38:02.480] 娘を出来合いするお父さんねでちょっと嫌
[00:38:06.040] がってる娘あどうしようか
[00:38:13.119] な吉田吉田ああえ吉田恵23歳アイドル
[00:38:20.040] グラビアアイドル五藤水あこあれじゃん
[00:38:23.520] なんだっけの
[00:38:28.319] ねみずピーやん五藤水として活躍中え性格
[00:38:33.760] 非常にきついえ特に弟の吉田さえなんて
[00:38:38.760] 読むんだろうさえにはつく当たりえ常に
[00:38:41.520] 奉仕を要求する今日は久々のオフえ
[00:38:44.520] レストラン店員下玉木と友人関係ちょっと
[00:38:47.280] これ行ってみようかな超わがままな
[00:38:49.280] グラビアアイドルの姉とえいいよにコ使わ
[00:38:52.440] れる弟ちょっと面白そうですねき
[00:38:55.520] ましょう面白そうですね
[00:38:59.319] これ昔のアイドルっぽい名前五藤
[00:39:03.119] 水希水希の図がつにててなのがなんかいい
[00:39:06.960] よなノスタルジックな
[00:39:16.640] 感じあれじゃあこれとか君がじゃあ会いに
[00:39:19.800] 来んのかな
[00:39:23.720] ねアイドルオタのとか君がからなんかとか
[00:39:29.280] の父とし
[00:39:32.040] てお姉ちゃんの彼氏が結婚申し込みで来る
[00:39:35.560] 時に家に帰ってくるなって逮捕展開あるか
[00:39:38.079] な逮捕展開ある
[00:39:40.240] かあ確かにアイドルみたいな顔してんのか
[00:39:44.040] なこれちょっとぽっちゃり感あるけど
[00:39:48.000] ななんか汚ねえ家なんだこれ何あれファン
[00:39:51.880] レターかあファンレターだファンレターと
[00:39:55.520] かま
[00:39:57.720] なあこれちょっともういい感行きます
[00:40:03.400] はいオフでも化粧は手を抜けないあ弟
[00:40:08.000] 固まってんねやっぱりこの辺にエテでき
[00:40:10.599] ないか
[00:40:20.839] ななんで
[00:40:28.359] ちょっとさえあ吉田さえって言うんだ何し
[00:40:32.599] てんのよ
[00:40:34.880] こいつさえのくせに固まってん
[00:40:37.960] なさえけてんなさえ置けなさい確かに
[00:40:42.319] しかもメガネだ
[00:40:48.720] あナ全然なんかさもうこのコントローラー
[00:40:53.640] があれなのに超連打してんのに全然
[00:40:58.440] 23もうこうやってなんかあれだろうな
[00:41:00.800] もうなんかさある程度みんな起きてきてる
[00:41:02.599] からどっかで一気に5人6人起すってのは
[00:41:05.319] もうないだろうな1人1人なんかこう家族
[00:41:08.119] を家で起こしていくしかないだろうこっ
[00:41:14.240] から
[00:41:16.160] あれどうしたの
[00:41:18.480] 僕何固まってんのよ固まって
[00:41:24.720] た体は大丈夫なの丈ちょっと熱っぽいけど
[00:41:29.560] 起きたんなら早く仕事しなさいうんごめん
[00:41:32.280] よわなんか食欲なくなりそうな壁紙だな
[00:41:42.640] まさ次動動き出すまでが長いんだよな何か
[00:41:47.240] を読み込んで
[00:41:54.440] いるさえダンスの練習相手して
[00:41:58.720] アイドルだ
[00:42:02.280] な風邪引いてて辛いんだよペアでやらない
[00:42:05.640] と練習にならないのしょうがないよかった
[00:42:07.280] なしょうがないな分かった
[00:42:13.839] よほらここで
[00:42:16.280] ステップ姉ちゃん頑張ってる
[00:42:22.240] な全然1人でも練習できただろ今
[00:42:26.119] のペアでやる必要なかったな今のな絡み
[00:42:30.119] なかったじゃん全然うわ来
[00:42:32.480] た来たかこれもいい感だろう
[00:42:37.079] なよお腹
[00:42:41.920] 元気大7サティアン来まし
[00:42:45.559] た水希ちゃんをいじっ
[00:42:48.559] ちゃおミュージック
[00:42:50.760] スタポ朝原
[00:43:01.240] 水希ちゃんあんた
[00:43:04.280] 幸せま朝1で来てくれるのが一番いいから
[00:43:07.160] な周りに不幸ばらまいてる
[00:43:09.920] よ結構痛いとこつくんだよ
[00:43:15.280] な多分これめっちゃ早えだろうないい感
[00:43:18.720] ぶっ込むわそし
[00:43:21.680] たらま多分たまに弱いの来るんだけどね
[00:43:26.000] 弱くあれお兄さんていうはいはいはいはい
[00:43:30.280] 早い早い早い
[00:43:37.880] 早いまあでも俺はもう最強の最強のハート
[00:43:41.440] ラカ手段俺覚えてるから小学生の
[00:43:44.599] モニタリングやったらもうハートしかね
[00:43:54.680] んバイバーイ
[00:44:06.079] 消化のいいもの食べなきゃさえ体調悪そう
[00:44:09.640] ね一応心配はしてるんだねあっち来たり
[00:44:13.400] こっちに来
[00:44:15.760] たりえそんなに体調悪いのうん風つい
[00:44:19.880] ちゃっ
[00:44:22.280] て姉ちゃんが手伝うなんてどうしたの
[00:44:24.760] たまにはいいんじゃないおいいでもいいい
[00:44:26.480] じゃないいいじゃない優しいじゃん
