[00:00:09.599] ググググググ
[00:35:13.119] よでもうハート50ぐらい削られるから
[00:35:17.040] もう感ぶっ込むこういう時はだ常に感持っ
[00:35:19.720] てかなきゃだめだ
[00:35:27.960] 蹴って
[00:35:29.599] たあしてます薬でも飲むかいじちゃん
[00:35:34.599] みたい体があまり痛くない加速してたね
[00:35:38.480] 加速してた今日は体調がいいあ本当だ
[00:35:43.640] っはあ薬がうま薬がうまいって聞いたこと
[00:35:48.280] ねえぞは薬が
[00:35:51.760] うお邪魔強くなるめっちゃ早かったね今
[00:35:54.800] やばい薬がうまいあやっぱ100%にし
[00:35:58.960] てくから体調いいねことあるどういうこと
[00:36:02.319] 笑いや咀嚼して味わわないで飲んでるだろ
[00:36:05.640] 釣
[00:36:07.040] なんあいいねやっぱやっぱ朝一100%に
[00:36:11.280] するといいねに体調悪い
[00:36:14.040] だろ腹心でもするかのわしの
[00:36:18.520] 朝飯何食ってんのカロリーバー4
[00:36:22.560] 個これさえあれ
[00:36:26.560] ばわしには
[00:36:29.440] 十分茶でも飲むかの
[00:36:33.440] ふう金かかるやろそれ悲しい笑今日は体調
[00:36:38.520] いいわこのゲームが出た頃はもう浄水機
[00:36:42.400] ブーム終わってないの味が分かるだから
[00:36:45.160] このだから抱えてん
[00:36:47.440] だろう今日は調子がいいの良かった
[00:36:51.720] ね病いはきかとはうまいもんうまいもん
[00:36:54.839] 言ったうまいこと言ったもんだよな病は
[00:36:56.640] きからってことだよやっぱ心が元気だから
[00:36:59.319] 薬をもらえば完璧だのあまず病院に行くの
[00:37:02.599] ねなんか今日あプレステ2の音があこれ次
[00:37:07.920] ハート出るかなこれさいい感にしちゃって
[00:37:09.640] いい次ハート出すかないやでもだめだ言感
[00:37:13.760] にしないで多分誰か起こすかもしんねえ
[00:37:15.880] から取っとくわまだ50これ50以上は
[00:37:17.960] たまんねえんだよ50にしたらいい感で
[00:37:20.680] まとめたいんだけどそうすとゼロになっ
[00:37:22.480] ちゃうんだよなあの自分のタンクが
[00:37:24.440] 悩ましいんだよ
[00:37:28.040] 50持っておきたいのもそうなけどいい感
[00:37:30.319] にもしたいしみあ誰だ
[00:37:33.560] あれ誰かと一緒のアパートだった
[00:37:37.720] な先生起こした方がいいんやないあれ誰だ
[00:37:42.560] えっと先生っていうの病院の先生あ起こし
[00:37:45.319] た方がいいんだけど誰が起こせるかわかん
[00:37:47.280] ないのよ誰がそこにバッティングするか
[00:37:49.599] わかんない
[00:37:50.920] からやってみなきゃわかんないの本
[00:37:54.520] になんか音音が聞え
[00:37:58.599] なうんなんだろうちょっと待って
[00:38:04.599] ねプレステ2のなんかさな互換機とか出て
[00:38:09.359] ほしいなもうそそう限界だよするんだっけ
[00:38:11.640] かいや多分ね新藤さんは起こせないね先生
[00:38:14.440] は多分これ病院行っても多分誰も出てこ
[00:38:16.720] ない
[00:38:19.319] よ増田
[00:38:25.480] 病院すいません
[00:38:30.960] あれ無視か
[00:38:32.599] い固まってんだよ中
[00:38:37.480] でウク頭てないちょっとげてるなぐぐ
[00:38:42.800] 苦しいうわ倒れ
[00:38:45.240] たそんな簡単にそんな簡単に倒れるんだ
[00:38:50.599] 苦しいああ終わっ
[00:38:53.520] た先生はどこじゃい
[00:38:59.640] わしは死にそう
[00:39:01.720] [音楽]
[00:39:06.160] じゃプレの
[00:39:08.640] ジブ前
[00:39:11.359] もやべえド
[00:39:13.880] めっらんといかんの
[00:39:16.520] じゃやべえドがおらもうだからこいつド
[00:39:21.560] めっちゃ出るんだくて死にじゃ
[00:39:27.480] だ
[00:39:29.800] けどちょ待お前マジで薬病がすぎるお前さ
[00:39:36.160] 50あったのにここで40出したぞ
[00:39:45.040] ドクロお前マジか
[00:39:47.380] [音楽]
[00:39:55.000] よ次はこな
[00:39:58.040] 先生起し武道刀打って
[00:40:00.319] ほし武道刀注射じゃねえかよ少し体調戻っ
[00:40:05.280] た
[00:40:07.240] し浄水機を売りに公園に行くかい残念残念
[00:40:12.280] 残念まずそのそのあれがおかしいわ公園に
[00:40:15.280] 浄水器売り買うやつなんかいねえだろ
[00:40:27.480] こんなしかも夕方から誰が買うんだよ夕方
[00:40:31.040] に公園にいるやつが
[00:40:39.440] 上水ただここで多分公園に行くてことは
[00:40:43.800] 公園に行くってことはだよ
[00:40:48.160] あのちょっと頭おかしい女パン少年とここ
[00:40:51.720] で交わるのかそうだねそうだパンの少年
[00:40:55.119] ここで会ってたもんねああん時昼間凍って
[00:40:57.800] たのかあいつハート足りてるいや起こせる
[00:41:01.319] か
[00:41:03.119] な足りてねえよこいつだってめちゃめちゃ
[00:41:05.640] あれしたんだもんわまたい感ぶっこま
[00:41:08.000] なきゃだめかも
[00:41:09.200] なお疲れさんおくお
[00:41:13.240] 疲れあそうデラコマ君からあのプラモがね
[00:41:16.640] 発送されましたくそ楽しみラーの欲あ
[00:41:21.640] あれあれこれ誰だ横にいるのおそう
[00:41:27.480] めっちゃはちゃんのにぶっ飛ばされるねあ
[00:41:31.040] そうそうる
[00:41:33.319] よえ途中経見たけどめちゃくちゃ半端ねえ
[00:41:36.839] よマジでクソかっけこれ凍ってんの誰
[00:41:41.000] な通機が売れる気がしてくる遅れてごめん
[00:41:44.480] ないや全然全然ありがとう忙しいとこ
[00:41:46.319] ありがとうねうさすれば儲かるの
[00:41:49.800] だ横のやつ頑張って売る
[00:41:53.920] ぞ俺も楽しみにしてますわしてくれこれ横
[00:41:58.520] のやつ
[00:42:00.400] 誰なんだこのなんだこの何もないななんで
[00:42:04.640] 起こさないのこいつ起こせよおかし
[00:42:08.319] あお猫かあお猫だお猫坊っちゃん浄水器
[00:42:12.880] 買わ
[00:42:16.480] ないお金ないもいらないよ興味がないんだ
[00:42:20.119] な美味しい水が飲めるぞまずい水でもいい
[00:42:23.359] もんそうかいらないか
[00:42:25.559] い怖いよ
[00:42:28.119] ああ泣いちゃったあやばいやばい
[00:42:31.480] やばお前子供に何しとんじゃえこれはです
[00:42:36.200] ね
[00:42:41.240] おりゃ大丈夫かしらおじちゃんありがとう
[00:42:44.480] 笑笑怖かったよもう怖くないぞハートと
[00:42:49.160] ハートとドが2度とつみせんな
[00:42:54.160] ボケ2度とつみせんなボケです
[00:43:04.160] 誰かの絵をここなは体調悪いのああのおじ
[00:43:07.280] ちゃんかななんだおじちゃんえ萌に絵をお
[00:43:12.160] じいちゃん欠かせてくださいわしまだ29
[00:43:15.040] なわけだがいいから書かせてむうやるのか
[00:43:20.839] い体長が心配じゃのえっと目が12
[00:43:27.520] 目の数をまず数えるますう目前がしてきた
[00:43:31.319] お口が1つ不な男と話してるなあやばい
[00:43:35.359] またお父さんが来たまたお父さんが来たも
[00:43:37.960] に何かしたら許さねえぞおどれどれわはは
[00:43:40.880] これがわしあれ笑われたこらこらこらこら
[00:43:47.240] こらおら
[00:43:49.210] [笑い]
[00:43:51.680] わけわかんねもうちょっともうわかん
[00:43:55.839] ねおら死
[00:43:59.400] ねえもうごちゃごちゃだよおめえがかっぱ
[00:44:03.520] に似てんだろう
[00:44:07.559] がもうぐちゃぐちゃだよもうお待って
[00:44:11.480] ぐちゃおいもうもなんなんだよこいつ救い
[00:44:15.119] じさんやなあもうヤザだからなあ起こして
[00:44:18.520] あ来た起こせるあだめハートがねえだめだ
[00:44:20.880] もうい感い感ぶっ込むわいい感
[00:44:24.680] ぶっ込むこれもう起こすあ福田エミリ出た
[00:44:29.599] 福田エミリ
[00:44:31.920] だおい起きんかいあこいつあのあの本当に
[00:44:38.160] あのあのちょっと頭おかしい頭おかしい女
[00:44:42.800] これ福田エミリ誰だっけこれえなんか
[00:44:45.720] めっちゃハートしか出さないなんか頭
[00:44:48.160] おかしい
[00:44:52.319] 女やばいよこいつあ帰ってきたんだもう
[00:44:55.640] やばい素敵なとこだった何を言っとんじゃ
[00:44:59.559] そう不思議な国に旅に出てた
[00:45:03.359] の不思議な国でも空も飛んでたよお疲れ
[00:45:08.920] まあそういう元気ならいいかちょちょさん
[00:45:10.920] どうしてるか
[00:45:12.200] な不思議な子じゃのもらお
[00:45:17.920] 疲れいやもうハートがねえよこいつドしか
[00:45:21.720] 出さねえ
[00:45:22.680] からこんばんはあれさんお疲れ
[00:45:32.119] お猫の攻略は終わった結局売れなかったか
[00:45:35.119] おはもう終わったままままあれだけどね
[00:45:38.640] あれのあの最高の1日じゃないから今日は
[00:45:41.400] きっと
[00:45:42.640] 売れる結局さ100人さ100人起きない
[00:45:47.400] とさ誰がどこで会うってわかんないから
[00:45:50.119] ね最高の1日っっていうのはその自分にの
[00:45:53.280] そいつと例えばさっのんだっけんとかが
[00:45:57.440] 最高の1日だったのはあいつに関わる
[00:45:59.680] キャラクターが全員起きててイベントを
[00:46:02.359] 全部こなせたからあの最高の1日になった
[00:46:05.680] んだよ多分最高の1日になんないのは多分
[00:46:08.400] どっかで固まってるこいつ言ったら先生が
[00:46:10.640] 固まっててイベントが起きないとかそう
[00:46:12.920] いうのがあると最高の1日なんないんだよ
[00:46:14.640] な結局だ起こさなきゃ起こさなきゃいか
[00:46:18.160] ないの
[00:46:24.200] よまだだって70人ぐらい寝てんだろ
[00:46:36.720] 新藤さんの最高の1日できんのかなま多分
[00:46:39.640] 結大変なゲームやねまあまあでも起きてき
[00:46:42.559] たら色々起きて面白いけどねまどの辺が
[00:46:45.800] わかんないねなんかそのどの辺がさあれな
[00:46:47.640] の
[00:46:48.839] かだどこだから大家族とか行きたいよね
[00:46:52.680] だって一気に起こせるわけでしょ
[00:46:54.680] 多分新藤京介夜ブルー
[00:47:06.680] マンションハートが少ねえ今日は上水器
[00:47:09.800] 売れそうだ
[00:47:12.800] のまず初めに爽やかに
[00:47:16.200] 挨拶こ夜に来るやつ絶対おかしいだろその
[00:47:20.000] 次に押し押し入っ
[00:47:24.119] てにこやかにセールストーク
[00:47:30.040] よしこの作戦で
[00:47:47.160] 行こう
[00:47:53.200] こんばんは浄水器の振動です
[00:47:58.599] 上水液の振動で通ってん
[00:48:01.559] のなんじゃおらんのか分ここも凍ってるん
[00:48:05.000] だろうなアイドルの家ああそうかもあさえ
[00:48:08.720] ちゃん地
[00:48:12.160] だあ多分この辺もだ起きてないから何も
[00:48:15.480] 起きないんだよ
[00:48:19.079] 多分
[00:48:25.760] こんばんはじゃいるす
[00:48:34.640] かいやっぱダメだなやっぱキャラが起きて
[00:48:37.280] ない
[00:48:46.720] わこれハートがこいつめっちゃ座れドク
[00:48:50.119] しか出さん
[00:48:52.200] からもう夜も遅いし
[00:48:59.559] これが最後の機会
[00:49:02.599] だこんばんはすみませ
[00:49:06.920] んわしダメか
[00:49:09.720] いお前はダメだよ色々うわもうありえねえ
[00:49:14.280] だろこいつだって1番最初これあれだぞい
[00:49:17.440] 感3つあったんだぞ全部吸われたんだけど
[00:49:20.520] この悪魔に
[00:49:30.920] 今日は最高の1日じゃなんでだよなんで
[00:49:33.760] これで最高の1日になってんだよ9しか
[00:49:36.599] あまんなかったよなんだよこいつマジ
[00:49:44.240] でちょっとさあれ行くかじゃあもう福田
[00:49:48.240] エミリー行っ
