[00:00:27.679] ピース
[02:07:45.960] ってもう新身消えのメーカーすぎて
[02:07:50.119] いいとこ見せます。
[02:07:51.920] 逆に全然触ってないよ。
[02:07:53.520] レベル5リアルタイムではま、後いでさ、
[02:07:57.639] レイトン教授とか
[02:08:00.280] あれ5やな。多分レイトン教授
[02:08:04.800] もう稲妻イレブンもう俺らがちょっともう
[02:08:08.320] 中学とかでアニメとか見ない時のやつだな
[02:08:11.040] 。ウッとか
[02:08:12.639] そう。綾たはもう妖怪ウッチめちゃ好きや
[02:08:14.559] もな。多分世代んだよね。下手しだから
[02:08:18.400] その妖怪ウォッチがやばかった時ってやり
[02:08:21.639] たいんだよね。ポケモンをさ、もう
[02:08:23.599] 押しのけるほど人気だったじゃん。だから
[02:08:26.440] 綾鷹とかしたら多分ね、ポケモンよりもね
[02:08:29.040] 、あの妖怪ウォッチの方が強いんだよ。
[02:08:32.040] コンテンツ的に
[02:08:38.040] あの頃は確かにポケモン押されてたもん。
[02:08:40.159] こもそうだわ。そうだよね。
[02:08:41.960] メダル求めてろところ[音楽]
[02:08:43.760] 行ったりね。妖怪あ、妖怪メダルねえた。
[02:08:48.159] そうそう。一瞬ポケモン超えてたもんね。
[02:08:50.079] ジバニゃんだ。
[02:08:53.520] 叩き込む
[02:08:55.280] 瞬間空かった。どっちも1m知らない
[02:09:00.599] さんや[笑い]
[02:09:06.040] ちゃんはそうだよ。
[02:09:07.079] 西がだって好きなゲームとかだからってもうそれもう
[02:09:13.440] PC98
[02:09:14.400] とかや。それでこそ今いいろんな作品移植されてるけど
[02:09:18.679] 1番最初
[02:09:19.559] なんだよ。
[02:09:20.679] あも言いました。もっと言いました。もっとおじさんもいますと。イースとかだって最初そんくらいでしょ。多分
[02:09:21.184] [笑い]
[02:09:31.639] PC98さすがにやってないけど。笑。
[02:09:35.400] ドスのおすすめゲーム。
[02:09:36.559] DSのおすすめゲームいっぱいあるよ。
[02:09:39.800] DS
[02:09:40.119] なんてめっちゃやってたもんと。まずドラゴンクエストモンスターのジョーカー無印ね。
[02:09:47.599] 2とか3
[02:09:48.320] じゃなくてモンスターか。あ、モンスタードラゴンクエストモンスターズジョーカーあれがまあおもろいねん。主人公の足遅くてな。それ
[02:09:59.920] グラフィック的にはめっちゃ全力失走なのに超せんだよ。
[02:10:03.760] [笑い]
[02:10:05.079] グラフィックこうやってめっちゃ走ってんのに進むのめっちゃ遅いね。それがいい。
[02:10:13.320] この
[02:10:15.360] めっちゃやったよ。初代見せます。
[02:10:17.280] なんなら今もう1回やりてえわ。
[02:10:18.880] めポイントそこ
[02:10:20.790] [笑い]
[02:10:22.000] 叩き込む。
[02:10:22.679] ま、でも思い出補正もあるからな。だから難しいんだよ。
[02:10:25.679] 綾たとか自分より下の世代にゲームおすめって言ってもさ、やっぱり当時はもうそれが当たり前だったからできたけど、今のやつしかできない子にさ、
[02:10:37.400] 昔の不便なゲーム言ってもやっぱどうしてもはまらないと思うんだよね。難しいわな。難しいですわな。ま、
[02:10:44.440] 3も面白いんだけど。
[02:10:47.760] 3
[02:10:47.960] も面白いんだけどね。もうこれ言うとあんまりだからもう古中みたいになるけどさ、余計なのがいらないねんな。
[02:10:55.159] 余計なのが入ってないんだよ。ドラゴムクエストモンスターズ化
[02:10:57.520] 1はもう2とか3
[02:10:59.440] とかになるとなんか大きさ精度とかなんかなんかさ、モンスターライドとかなんか色々あってさ、もうほらんやん。そんなんモンスターズに。ただただ俺たちはもうパーティー
[02:11:11.119] 3匹パーティーでもう最強のモンスター
[02:11:13.920] 3匹揃えたいねんていうみたいな。
[02:11:17.719] うーん。そう。
[02:11:21.480] レトロ世代、レトロゲーとかも人にお勧め
[02:11:24.159] するのだってめっちゃむずいんだよな。俺
[02:11:26.440] はその不便さも好きだから不便なところに
[02:11:29.480] なんか愛通しさを感じるというか俺
[02:11:31.719] レコードが好きなのってそうなんだよね。
[02:11:33.480] 音楽聞くだけだったらもうiPhoneで
[02:11:35.079] いいね。そんなもう1秒でかけるんだから
[02:11:36.760] 。わざわざレコード買って聞くっていうの
[02:11:38.920] はもうわざわざレコードプレイヤーさ、
[02:11:42.000] 手入れしなきゃいけねえでしょ。埃りとか
[02:11:43.520] で開いてで、アルバム1個かけんのにもさ
[02:11:46.559] 、乗っけてポチって押してで、スピーカー
[02:11:49.520] とか全部電源入れてやっと危険ね。で、5
[02:11:52.520] 局ぐらい終わったら裏返さなきゃいけない
[02:11:54.079] んだから。くソめんどくせえよ。でもなん
[02:11:56.199] かそれがいいんだよね。[笑い]大丈夫?
[02:11:59.000] 俺なんかキモないなんか。大丈夫?俺
[02:12:01.800] なんかキモない。なんか
[02:12:05.800] 空の奇跡のリメイクは余計なものに
[02:12:08.679] 素晴らしかったよ。
[02:12:10.079] 最初の空の奇跡のリメドラかかったけどそれいいだろ。
[02:12:17.280] 大デだよな。レトルゲームも一緒だよ。だからレトルゲームも一緒。なんか不便だけど不便だけどなんかいいのよね。なんかいいんだよね。音とかもチープだしさ。言って言ったってそんな名作名作神ゲーって言われたってさ。そら今のゲームの方がすげえよ。
[02:12:29.826] [笑い]
[02:12:39.280] 映像も綺麗だしストーリーもなんかすげえ
[02:12:41.679] し
[02:12:43.280] でもなんか昔のなんかその
[02:12:46.880] もう開中です。キモいねん俺もうええねん
[02:12:49.159] 。好きでも好きやねんもんな。好きなんだ
[02:12:52.840] もん。
[02:12:56.400] でもそんなこと言ってなんからレコード効くのにレコード効くのになんか時間かかって間かかって裏返してあだこうだとか言ってるけど最近のゲーム家帰ってゲーム買ってきてスイッチ
[02:13:09.239] 2
[02:13:09.440] のゲーム買ってきてさ入れてさインストールやってアプデやってって言ってるあの
[02:13:13.920] 5
[02:13:14.079] 分間死ぬほど嫌いクソイライラするわあれコード裏返すとかわざわざ全部電源入れるとか好きだけど最近のゲームのアプデ
[02:13:16.987] [笑い]
[02:13:25.320] ダウンロ
[02:13:26.199] 笑笑イラしてるなんやねんこれはやらせや
[02:13:33.719] で怒ってる。うん。うざいよな。あれ
[02:13:39.257] [笑い]
[02:13:40.320] ちゃどうすんの?もう
[02:13:41.280] そこだけは許せん。
[02:13:42.280] わかる。
[02:13:43.559] もうほんまにしんどいね。あれもうファミコンなんかお前カチャって入れたらもうもう始まってんねんで。
[02:13:53.667] [笑い]
[02:13:54.520] あの速さ受けるよな。
[02:13:56.199] あっちにイニシアチブ取られてる感がめっちゃいら
[02:13:59.079] そうそうそう。こっちのレコードとかってその先にある?いや、ま、ゲームもそうなんだけどなんかこのその先にあるやもうやどうせ貴様らにはわからん。
[02:14:14.320] いいとこ見せます。
[02:14:16.480] どうせ貴様らとは分かり合えない。くとやめられない。感動する。
[02:14:21.040] なんならシステム構築したらくどもびっくりするよ。
[02:14:24.520] 音めちゃめちゃいいよね。本当にね。
[02:14:26.480] なんだ[笑い]
[02:14:29.440] 最近のゲームはもう待ちすぎねえ。これ
[02:14:35.079] MPちょっと足らんて。
[02:14:36.520] さんのは好きだけどただ松の嫌いなのか。
[02:14:39.159] もう祈りの指は使おうぜ。祈りの指輪チャレンジ。命チれるっしょ。
[02:14:54.199] ちょっとMPないと死ぬからね。ここは
[02:14:56.960] 行ける行けるぞ。
[02:14:59.520] あん。ま、どうせまた拾えばいいよ。
[02:15:09.000] 行くぜ。やるぜ。
[02:15:14.639] 先身だ、これ。
[02:15:21.559] 行こ行こ行こ行こ行こ行こよしさやりましょうで
[02:15:28.280] あえた間違えた間違えた間違えたごめん間違ってお味壊れるまで突っ込み数
[02:15:37.280] 敵強いってこれ回復すんの忘れた敵強いってもう頑張ればちり頑張れ
[02:15:46.320] お前らなら行ける早い
[02:15:49.320] や、回心食らっちゃった。通コンオ。
[02:15:57.079] いやあ、待って。打撃強すぎでしょ、これ。当た。
[02:16:09.679] だめだ。やっぱ俺が命令しなきゃ。これ
[02:16:11.239] 1回やられたらもう1
[02:16:12.119] 回やっていい。ごめん。やっぱこいつらさ、全然デバフやんねえわ。
[02:16:16.159] ホイミ
[02:16:16.559] やべ、最初からやっぱあれするべきだった。最初から命令するべきだった。ごめん、これ
[02:16:21.119] 1回やられるわ。1回やられていい?
[02:16:23.679] ま、ちょっとやってみようか。お前ら見せてみろ。お前らの
[02:16:27.520] AIの本気ってやつを。は
[02:16:29.000] 大丈夫。
[02:16:31.040] 大
[02:16:32.679] でもなんかいい感じではいい感じではあるね。いい感じではあるけど。
[02:16:36.479] 見せてみろ。
[02:16:37.559] 見せてみ。
[02:16:40.679] 回復します。
[02:16:41.399] もう安らぎの歌禁止ね。弱いから。
[02:16:44.479] 感謝します。
[02:16:46.960] あ、え、なんかでもあれなんかいいぞ。
[02:16:49.240] け、[笑い]
[02:16:51.559] ハンフリーのなしよね。ウィングブローハンフリーの必殺技ね。ドラック
[02:16:58.359] 11のシ
[02:17:01.599] もらいます。援護します。
[02:17:04.160] 行きすぎたとかな。
[02:17:11.479] ご加護
[02:17:12.639] 行けそうじゃねん。
[02:17:15.080] あ、行けそう、行けそう。あ、いいんじゃない?いいんじゃない?
[02:17:19.960] 手ホイビ
[02:17:21.280] チアが強すぎる。行きすぎた。とか
[02:17:23.800] ここからね。
[02:17:25.880] シアよ楽しい。
[02:17:34.960] やったぜ。
[02:17:35.880] 愛の本気で買ってるやんけ。アスピント。ムエッレア。アスピント。
[02:17:40.280] ケビンピースセームスゴパチパチパチパチ
[02:17:45.120] 強まさかAI
[02:17:46.679] に負けるとは思わなかっただろうな。あいつらもな言ってるだろうな。今うそって杉田と友ずの声で言ってるだろうな。
[02:17:52.745] [笑い]
[02:17:55.679] うそ。
[02:17:57.040] え、どうやらこの城の主はやはり竜王のようですね。ちょっとそこまでやろう。竜オのとこまでやろうぜ。でも竜オってロトに倒されたんですよね。
[02:18:06.399] おい、[笑い]
[02:18:09.719] 新パチ任自任心の女もいますと
[02:18:14.679] 本当に嫌い
[02:18:17.040] ですから理由を語る何者かがなのかもしれません。君の偽物がたみたいに今度は竜王の偽物ってことですか?本練鳥肌立った。
[02:18:26.519] それがラトム王の言ってた世界の見届け人。分かりませんが少なくともハーゴンの味方ではないようです。
[02:18:30.735] [音楽]
[02:18:37.639] じゃあ僕たちの味方ってことですね。
[02:18:41.719] そうとも限りません。油断はしない方が
[02:18:43.359] いいかと。あと魔物たちが言っていた
[02:18:45.760] ベリアルという名も気になります。俺これ
[02:18:47.719] もうほんま会社の後輩からネタバレ食らっ
[02:18:49.599] てんけど、こいつとめっちゃ戦うらしい。
[02:18:53.006] [笑い]
[02:18:53.840] こいつとめっちゃ戦うことになるらしい。
[02:18:55.880] ベリアルと
[02:18:57.960] この名前に心当たりない。ま、俺はある
[02:19:00.319] ねんけどな。
[02:19:00.840] 俺後輩からネタバレ食らってるから俺は心当たりあんだけどゲームの中でこいつはない。さす後輩
[02:19:08.319] 悪気ないねん。でもあいついいやつやねん。
[02:19:12.120] 笑笑
[02:19:13.000] 休憩時間で会うたびにあいつ俺のとこに来てキラキラした目で言うねん。橋本さん俺ドラクエめ俺めっちゃ若いのあいつ。あいつめっちゃ若いの。本当
[02:19:23.960] 20
[02:19:24.120] 歳ちょいとかなの入ったばっかで俺めっちゃドラクエ式になりましたわ。
[02:19:28.120] 的なの?
[02:19:29.559] いや、原作にもいたんだけど、要はこれ多分色々なんて言うの?本当に最後のラスボスの前に出てくる
[02:19:36.240] 3人集の1
[02:19:37.120] 人で全然ストーリーに絡んでこなかったんだけど、今回なんかそのストーリー追加してるから遅かったの
[02:19:41.679] めっちゃなんかこう
[02:19:43.479] ストーリーが増えてんだよ。なんかこういう同にも出てくるみたいな。
[02:19:51.359] あのたちはハーゴンにもベリアルにもサをつけて呼んでいました。
[02:19:54.720] おそらく同じ人への仲間なのではと推測できます。
[02:19:57.920] こいつに過されてるやん。押し損なったのね。
[02:20:01.439] そうそうそう。ま、別にま大体なんとなく知ってたけどね。
[02:20:04.680] 大体なんとなくしてたけどね。配信やだめよ。配信会社の早く復帰してくれてたらそんなこと起きなかったのに。
[02:20:12.917] [笑い]
[02:20:14.000] いいのうるせえな。いいんだよ。こう頭いいですね。こういうの洞殺力があるっていうんですよね。ありがとうございます。
[02:20:23.560] 地を気を抜かないことです。思った以上に
[02:20:25.160] ハーゴンの手下は多いかもしれません。
[02:20:28.880] 行くぜ。
[02:20:32.359] その竜王とやらに自人竜王に会いに行こう
[02:20:35.520] ぜ。辞任竜王に。
[02:20:38.479] 辞任竜王。
[02:20:42.600] あれ?ま、結構長いやん。結構長いやん。
[02:20:46.840] まだこんなあるやん。自人流王きつ。
[02:20:52.872] [音楽]
[02:21:00.560] あ、でも敵出ないんかな?
[02:21:03.479] あ、敵出なったな。あ、敵出ない。いいね
[02:21:05.920] 。あ、じゃあ、じゃ、じゃ、じゃあ探索
[02:21:07.960] しよう。
[02:21:13.520] いや、出るんかい。
[02:21:17.319] ここですね。
[02:21:19.800] ライデレインはまだあれか、グループじゃ
[02:21:21.240] ないか。あるか
[02:21:22.399] ねえよ。もう12
[02:21:23.280] 人次過次過ぎますやん。もうちょっとで
[02:21:26.319] ただちょっと竜音とこまで行きたい。
[02:21:30.200] レイン
[02:21:32.760] こえるといいわ。めっちゃしべしてえな。今みんなが思ってる
[02:21:40.399] 5
[02:21:40.560] 倍ごめん。ちょっとここさ、トロスやるわ。あ、いや、これ絶対あれやろ。絶対あるやろ。あ、違う。
[02:21:51.920] 違は
[02:21:56.000] ここちょっと早いイベント見たいわ。
[02:22:09.520] ここトヘロス今日あれなんだな。トヘロス
[02:22:11.880] 効くんだね。大体それでなんか今の最適
[02:22:15.200] レベルなのかどうかって分かるよな。
[02:22:16.880] トヘロスやって敵が出なければまあ
[02:22:20.160] まあまあまあレベルは足りてるのかなと
[02:22:22.319] いう
[02:22:26.439] やっぱむずくなってんだってレベル足りて
[02:22:28.800] もやっぱ死ぬようになってんだよこれ
[02:22:35.319] 。あ、バカ間違逆だ。間違っちゃった。
[02:22:37.720] ああ、間違っちゃいのやっちゃったよ。
[02:22:41.720] 間違って1番やっちゃいけない人とっ
[02:22:43.960] ちゃったよ。
[02:22:46.760] 逃げる、逃げる、逃げる。あかん、あかん、あかん。こんなあかんね。よかった。
[02:22:49.720] 終わった。
[02:22:50.280] いや、終わんない。終わんない。終わんない。危ねえ。あ、バカ強えから。ドラゴンマジで舐めたらあかんで。
[02:23:00.720] イアムジェフ一。イアムジェフ
[02:23:03.040] 1リオ。イアムジェフ一オ。
[02:23:07.479] シンプルイズベスト。
[02:23:10.600] 難しくなってんだ。べっての優しい所のお兄ちゃんみたいだった。
[02:23:16.080] 何[笑い]?優しい近所のこれめっちゃ
[02:23:19.240] あるやん。ところ。え、待って。あれさ、
[02:23:21.479] 何
[02:23:23.479] あれ何
[02:23:27.439] ?[音楽]
[02:23:30.279] これ
[02:23:30.600] カラフルね。
[02:23:37.680] ダブル
[02:23:41.640] 震えなさい。なんかだと思った。
[02:23:48.640] 強いな。
[02:23:49.880] 罠です。
[02:23:51.600] 罠です。分じゃん。なれそれから開け。
[02:23:55.319] 俺の仲間になれ。
[02:23:58.720] 絶対それから開けちゃうわ。ま、
[02:24:04.880] 6の、6の、6の、6
[02:24:06.000] の。しかも小さなメダルとか落とさねえし。毎回落としてたよな、前な。
[02:24:15.880] え、
[02:24:16.640] インパスめんどいしな。
[02:24:19.160] あ、インパスであれか、中身見れんのか。え、インパスって誰か覚えてんの?残念覚えてませんでした。や、高卒勇者だからみんな。高卒勇者はやっぱだめだ。俺、俺と一緒で高卒勇者インパスなか使えません。
[02:24:36.885] [笑い]
[02:24:55.960] え、遠いな。
[02:25:01.120] [音楽]
[02:25:07.840] めっちゃ遠いやん。このと遠かったっけ?
[02:25:09.240] ここ。
[02:25:11.439] い、えた、えた。
[02:25:14.439] なんかあるぞ。
[02:25:15.479] 使えると
[02:25:17.495] [笑い]
[02:25:19.560] まあ大卒だしね。あいつ人んちで人の様式便所で立ってしべしてすんじゃねえと怒ってすいませんでした。大卒サバに高卒の家なんで
[02:25:35.835] [音楽]
[02:25:36.840] どうぞしてください。
[02:25:42.760] 笑笑。
[02:25:47.960] 喜んで掃除させていただきます。来た。ああ、来た。来た、来た、来た、来た、来た。え、これなんか戦うことなんだね。まさかな。まさか戦うとこねえよな。そんなことねえよな。まさかな。りうちゃんじゃん。
[02:25:58.761] [笑い]
[02:26:08.000] ティッシュの箱を潰さずに捨てるのも大卒だ。
[02:26:11.206] [笑い]
[02:26:12.920] そっか。あんなんでわざわざ切れてる方が
[02:26:18.160] のを者たちよ。
[02:26:20.720] ゆうちゃん
[02:26:21.600] わが王の中の王竜王である。
[02:26:27.040] 大塚放中じゃないですか?大塚放中
[02:26:29.600] は待っておったそなたのような恋する空気うだ王はかつて僕たちのご先祖様のロトの勇者が滅ぼしたんだ。
[02:26:46.576] [笑い]
[02:26:46.920] お前は竜王のふりをしている偽物だ。
[02:26:53.781] [笑い]
[02:26:55.439] やっぱ大塚放中声いいよな。
[02:26:57.960] 1番好きかも。
[02:26:59.359] 何がおかしいのです。つい面倒で省略してしまった。槍り直させてもらう。
[02:27:02.951] [笑い]
[02:27:13.200] わしが王の中の王竜王のひである。
[02:27:26.399] あいつ子供おったんかい?
[02:27:28.080] ひ
[02:27:29.240] 竜王ですらお前らエッチしてんねん。
[02:27:32.000] はわのさんが勇者のご[笑い]
[02:27:38.120] 迷惑してますね。
[02:27:40.920] だがわしは人間たちになすつもりはない。帰るわ。
[02:27:44.217] [笑い]
[02:27:46.640] 心しちゃう。
[02:27:49.160] もういいわ。
[02:27:49.960] そうなのですか。
[02:27:51.560] 竜王ですらねんな。
[02:27:53.319] すみません。その
[02:27:55.479] 疑うわけではないのです。
[02:27:57.399] いや、王そしたら王女やん。
[02:28:00.000] お前たちの気持ちもわかるだが。
[02:28:03.200] 声優生まれながらこの声だよね。
[02:28:10.000] そいつらと戦いました。あなたに負けて逃げ帰ろうとしている途中でち合わせて襲われちゃって。
[02:28:18.600] あ、でやっぱある程度強いんだこいつ。反省するどころかまた人間を襲おうとするとは。
[02:28:27.920] 魔物どもを見逃すことが善なるの危険につがるのであれば今後は者ええやつになっとるやん。ええやん。
[02:28:41.399] あなたはハーゴンの味方ではないのですね。
[02:28:47.279] 強すぎ
[02:28:48.760] 仲間になるとわが世界を滅ぼそうとする男にすると思うのか。
[02:28:57.240] ハーゴン実に不愉快じゃん。
[02:29:02.600] ハーゴンのこと詳しく知っているのですか?でしたら教えてください。私の国ムーンブルクはハーゴンの軍勢によって滅ぼされたのです。私は父と国の皆の敵を取るためになってし
[02:29:18.720] て同じ悲劇を繰り返させないためハーゴンを打ちたいのです。
[02:29:19.193] [笑い]
[02:29:23.600] でも実際にそういうドラクエがあってさ、ドラクエ
[02:29:27.080] 6って言うんだけどならばまず
[02:29:31.120] ラスボスよりも強いやつが仲間になるんだよ。仲間になるというか
[02:29:35.200] ラスボスのね、あのダークドレアキラーに洞窟で魔物が探していたやつですよね。
[02:29:42.000] 暑いね、ここ本当
[02:29:43.720] ドレアム
[02:29:44.960] あそこあのシーンめっちゃいいよね。
[02:29:46.439] ダーク低確率なんでしょ?
[02:29:49.600] いや、低確率とかじゃなくて
[02:29:51.000] カボンが必死になって手下に探させてよ。
[02:29:54.359] なんかめっちゃ早く倒せたら仲間になってくれんだよ。
[02:29:57.240] 大なる自然の力を宿しており、
[02:30:00.319] 引き持つもにその加護を与えてくれる。
[02:30:05.920] 紋用が刻まれた小さな石のようなもの。
[02:30:10.160] 紋章ね。
[02:30:11.560] 何?近づけば普通の石ではないことはすぐに分かるはずだ。ハーゴンはその紋章の力が欲しくて探しているのですか?それとも何か別の理由が?
[02:30:30.120] すまないがわしにはその問に答える資格がない。
[02:30:35.760] なんで
[02:30:36.359] 決して意地悪をしているわけではない。
[02:30:39.520] 本当に言葉通りなのだ。
[02:30:42.319] なんで?
[02:30:44.080] でも資格って資格を持つものを紹介しよう。ちょうど向こうも困っていると相談が来ていた。話な
[02:30:56.000] それも先ほどのこと
[02:30:59.680] 気な巡り合わせや運命とはこういうものなのかもしれない。
[02:31:06.000] んで竜の暇も話すったやん。ま君の配信だより北東に行ったところに妖精たちが住まう雨の祠がある。
[02:31:08.579] [音楽]
[02:31:09.890] [笑い]
[02:31:20.000] 妖精たちじゃん。あいつらまだいるんかな?
[02:31:22.760] の手下どの襲撃を受けているようなのだ。
[02:31:27.560] 妖精
[02:31:29.319] ちゃまで消すの
[02:31:31.479] 1時まで分ませられなかったか?
[02:31:34.040] 絵本とかに出てくる。
[02:31:36.359] 私の存在だと思っていたか?
[02:31:40.560] 妖精はこの世界の根に関わる種族だ。わしに変わって助けてやってくれんか?わしが行くとっかり祠を壊しかねん。妖精族が紋章について答えました。
[02:32:01.720] ああ、そのなルビスのことだからなのかな。
[02:32:05.200] すんなり教えてくれるかどうかは別として今日だけより
[02:32:09.760] お前たちのしている情報に近づけることは間違いないだろう。
[02:32:16.080] どうだ?行ってくれるか?
[02:32:20.359] 行くしかねえな。
[02:32:25.000] 仲間と相談していいですか?
[02:32:27.319] いや、行こうよ。
[02:32:30.120] 無論だ。しっかり考えるといい。行く。
[02:32:34.399] 行くでええやん、別に。そうだ。
[02:32:40.000] 1
[02:32:40.240] 段下がったところで。ええ、今日ここまでね。今日ここまでだ。今日ここまでじゃない。この話だけ聞くか。
[02:32:45.521] [笑い]
[02:32:52.720] はい。おいと次回が気になるな。笑。
[02:33:01.359] ぐらいでちょうどいいよね。
[02:33:02.920] ぐらいがちょうど良くない?うん。そういうことやね。そういうこと。今日ここまで。
[02:33:08.640] あと11時間50分。あ、
[02:33:10.520] ないて
[02:33:11.520] と
[02:33:12.520] というわけでねと
[02:33:14.319] 今日はこの辺で追いとさせていただきたいと思いますけども。そこでもいける。どうも
[02:33:21.546] [音楽]
[02:33:26.279] すっご
[02:33:27.760] ということでね、あのありがとうございました。え、やっぱドラゴンクエストやな。
[02:33:29.406] [音楽]
[02:33:32.520] やはりやはりドラゴンクエストこれに忘るものはないわ。ということでありがとうござました。平日なのに皆さんもね長かった。ありござました。ということで今日はレドをレドを
[02:33:47.800] ドローンしないです。
[02:33:57.720] お疲れ様です。
[02:33:58.960] うん。
[02:34:04.560] うーん。
[02:34:06.200] それ干長楽しかったで。ありがとな。
[02:34:09.160] あとな。まあやかましい色ハに行くか。
[02:34:18.359] メトロイドやってるやん。俺の好きなメトロイド。
[02:34:20.520] 次回精霊との出会いお見逃しなく。
[02:34:24.160] 次回はどうしよっかな。金曜うん。かよか
[02:34:29.240] 感じやめてね。
[02:34:30.520] メトロイドかどうかて感じで
[02:34:33.520] いや、しょうがなくよ。いや、しょうがなくというかなんか毎回一緒だからな。えー、はい。気金なく移動できる唯一の唯一というか数少ないお友達配信者なんでこんな感じでお疲れちゃん。ちょっと次は普通にま、またやる時
[02:34:34.906] [笑い]
[02:34:42.111] [音楽]
[02:34:53.920] Twitterで言うけどなくレ
[02:34:55.920] Twitter
[02:34:56.279] で言うけどうん。こんな感じでまたな。またな。
[02:35:00.720] えー、ほんじゃお疲れさん。まだそのうち。うん。土曜日かな。土曜日だな。だ、今日水曜やんな。で、今日木曜やんな。今日明日。
[02:35:13.120] お疲れ様でした。
[02:35:14.240] 土曜の夜だね。土曜の夜。わさんありがとうね。お疲れさん。またね。お疲れでした。また会いましょう。ま、また
[02:35:19.720] Twitter
[02:35:20.000] で言いますわ。はい。お疲れさん。はい。バイバイ。アムジェフ
[02:35:24.359] 1話。もう終わりなのか。もう無理すな。
[02:35:28.560] ありがとう。
[02:35:39.000] あ、レイド、レイド、レイド。
[02:35:40.240] グリとチカット。
[02:35:41.880] お休み。
[02:35:45.840] おつまたくらいがちょうどええ。なんか
[02:35:54.279] あれね、食べ放題でもさ。あ、こいつだ。
[02:36:09.640] さんは現しょぼいて
[02:36:12.279] 3
[02:36:12.479] 連続ってお前そんなもったいぶって最後に自慢するような回数じゃねえよ。
[02:36:16.680] 3回ってしょぼいて
[02:36:20.120] 3連続時代を超えたゲームで
[02:36:24.200] 2
[02:36:24.319] 個じゃない。楽しい時間は今日は終わりだ。
[02:36:29.120] レオンの光が夢を継続
[02:36:33.399] 派手なバカ[音楽]は
[02:36:36.960] 今日は脱いで
[02:36:39.319] 邪魔時間
[02:36:45.720] は今日は終わりだ。
[02:36:50.640] おやすみまげ。
[02:36:53.760] まーブレさんるんつまげ。
[02:36:56.640] おつお休み。
[02:37:04.160] こんじゃまたね。
[02:37:06.040] 8に釣るわ。
