[00:00:08.400] う、
[00:35:31.119] 笑笑
[00:35:32.440] 何笑ってる?うどんうめえだろ。
[00:35:36.000] 心配になる。
[00:35:37.944] [笑い]
[00:35:39.960] 食べてない可能性
[00:35:42.000] 食べてないんかもな。
[00:35:44.520] なんか夜と昼の間がなんかあの今日ね、あのね、朝起きるの遅くて昨日あんなに俺は
[00:35:53.520] 8時8時に起きてよとかって午後した結局
[00:35:56.359] 10時頃に起きてさ。笑笑。
[00:36:00.040] で、結局そっからうダうダして昼飯が昼飯朝飯になって昼飯夜飯になっちゃったから。
[00:36:10.480] ウォーキングもしてませんと
[00:36:15.280] しましたか?ウォーキングは。ウォーキングはしました。偉いだろ?
[00:36:24.160] えい。
[00:36:24.839] えいだろ。
[00:36:29.000] もうここ飽きた。俺マジで何これ?いつまでやんねん。これ
[00:36:37.520] 痩せた。ほっぺやつや。
[00:36:40.960] あ、今ほっぺやつやなのは普通にあのお風呂上がり立てで普通に暑くて若干焦んでる。
[00:36:47.375] [笑い]
[00:36:48.480] 若干汗ばんでる。ませてい
[00:36:52.480] 決める。
[00:36:55.000] やべ。MP見てなかった。これ
[00:36:57.040] 臭いで。
[00:36:57.640] MP
[00:36:58.040] どんだけ減るねん、これ。君匂うでね。これマジどこ行きゃいいんだよ。もうええてこれ。あ、来た来た。
[00:37:23.160] これで正解だったんか?ちゃま様。私です。ローラです。首飾りを通してあなたの戸惑いが伝わってきました。何?もしかするとそれは偉大なる精霊ビスよ。
[00:37:47.599] ジかどうかチま様に道をお召しお。はい。
[00:37:52.800] さっき首飾り使った時は無
[00:37:54.920] 本当だよな。こっちからの呼びかけには無視するくせに。幻は消えましたわ。参りましょう。何?どういうこと?幻は消えたっていうことは?これはもうじゃ普通に進めるようになったということ?すぐすぐ出るやん、もう。
[00:38:22.160] せ、
[00:38:25.560] あれ、これドラクエ1ってさ、次何するん
[00:38:28.640] だっけ?ストーリー全然覚えてないんだ。
[00:38:30.319] あ、ああ、マップ出るようになってるわ。
[00:38:32.800] マップ出るようになってる。あ、なるほど
[00:38:34.599] 。えー、でもちょっと待って。絶対あそこ
[00:38:36.720] なんかあるよね。
[00:38:41.400] めんどくせえ。めんどくせえけど。これ
[00:38:43.079] なんか行き止まりのところ絶対何かなんか
[00:38:45.440] あるからやっぱ拾に行こう。絶対なんか
[00:38:47.079] ある。絶対なんかあるから
[00:38:51.520] 絶対なんかある。
[00:38:54.040] へい
[00:38:58.680] せん
[00:39:09.839] 。
[00:39:10.880] この下、この下、この下。絶対なんかあるだろ。ここ。うわ、もうだるい。お疲れ。
[00:39:27.520] エアムド。お疲れ。エアム。お疲れ。やってるよ、今日も。
[00:39:37.680] あ、いやも、これで
[00:39:42.480] ポケモン、
[00:39:43.599] これで殺す。これで殺す。
[00:39:45.640] 死ね。死なない。
[00:39:50.122] [笑い]
[00:39:56.040] 強いって。
[00:39:59.520] 強すぎるよ。それは
[00:40:03.920] 開幕笑い重んでくれ。
[00:40:05.760] これは強すぎるんだよ。敵がマジで
[00:40:10.400] ちょ敵おかしい。これ
[00:40:13.640] もう
[00:40:21.000] これもうね、俺年内にクリアしたいと思っ
[00:40:22.960] てたんだけどな。年内クリア無理やろこれ
[00:40:27.160] ぶっちゃけ。[音楽]年内クリア無理やろ
[00:40:30.520] 、これ。
[00:40:33.640] 無理やね。これ何パーセぐらい?これドラクエ
[00:40:35.317] [笑い]
[00:40:39.280] 1
[00:40:39.440] のストーリーってさ、順等に行ったらさ、俺の知ってる限りだとあれだよな。この後メルキド行ってゴーレム倒してで地下の墓からあの銀の建事を持ってきてうんくらいしかないよね。やることて確か。
[00:40:44.488] [音楽]
[00:41:04.640] まだいっぱいあんだろうな。いや、多いよ。多い。ま、いっか。じゃあ、あの、
[00:41:17.640] この休み中に、
[00:41:19.560] 休み中にクリアできればいいか。
[00:41:24.880] あ、メジキルマ1
[00:41:25.920] 発でぶっ殺せるようになってんじゃ。
[00:41:31.000] 次のレベルいつ
[00:41:34.880] 思い出じゃなくてえー強さ。
[00:41:39.760] 次のレベルは1000。もうちょっとだな
[00:41:41.599] 。
[00:41:44.800] これもしかして宝箱とかねえのかな?ある
[00:41:47.240] じゃん。ほら言ったでしょ。ちー
[00:41:52.480] チーメダゲットだぜ。
[00:41:56.000] あ、ビーストの巻き物もらえんじゃないの?ビーストの巻き物。いい。うわ、
[00:42:05.240] MP2、[笑い]
[00:42:07.079] MP20も使ってた。今見たけど。これ
[00:42:10.640] 20
[00:42:10.960] も使うんかい、これ。ま、通りで強いわけだろな。
[00:42:17.400] いや、でもこれこれがなかったらボス戦
[00:42:20.760] 1回ちょっと回復に戻るわ。
[00:42:22.739] [笑い]
[00:42:23.640] 1回復に戻らせてくれ。
[00:42:30.359] 重いな。20も使うんだね。
[00:42:38.599] ちょっともう今日オールバックあの
[00:42:40.800] デフカルマスタイルで行こう。
[00:42:44.160] ここって宿屋あったっけ?
[00:42:51.319] はい。ビーストな巻き物。これ多分あれ
[00:42:53.599] だろう。ビーストモードじゃない?
[00:42:57.079] ビーストモード使えるようなんじゃない?
[00:42:58.640] めちゃ強いよな。
[00:43:02.240] はい。
[00:43:09.000] えーい。これはいいよ。
[00:43:13.079] これはいいよ。
[00:43:20.200] 宿屋あったったった。
[00:43:24.160] 結構金も溜まってるね。
[00:43:27.920] あ、しかもさ、あれじゃね?魔法の鍵持っ
[00:43:30.760] てるよね、俺。これ開けられんじゃね?2
[00:43:32.640] 個目。
[00:43:35.680] あ、こっちか。おい。ファントムマスク何
[00:43:40.400] ?
[00:43:50.480] お、いいね、いいね、いいね、いいね。
[00:43:53.000] ちょ、装備見して。装備装備、装備。
[00:43:58.880] さっき何て言れたっけ?海賊王の
[00:44:03.280] お宝入手率がアップする幸運。え、
[00:44:05.359] めっちゃいいじゃん。賢さがちょっと
[00:44:07.119] 下がるけど。まあまあいいべ。
[00:44:12.920] ああ、でも炎の攻撃とかこれあれか。
[00:44:18.599] 炎の攻撃から守ってくれるタイプのやつね
[00:44:21.559] 。
[00:44:23.480] ああ、氷、氷のイヤリングはちょっとつけ
[00:44:26.680] ておきたい気もすんな。これでいっか。
[00:44:29.200] 首飾りとイヤリングで
[00:44:31.839] ファントムマスクは守備力。
[00:44:35.240] めっちゃ強えしこれ敵の攻撃を避けやすくなる。あ、これで行こっか。
[00:44:43.640] 積
[00:44:44.359] つよ。20
[00:44:45.160] ぐらいアップしたぞ。ええやん。ええやん。行きますかね。行きましょうかね。
[00:44:56.666] [音楽]
[00:45:06.520] これしかもさ、ルーラでさ、行けない。
[00:45:10.200] 行けそう。行ける。
[00:45:14.800] あまちゃん仕様やな。ダンジョンにも
[00:45:17.200] 行けるんだ。
[00:45:20.960] オ、じゃあもうこれもう行っちゃおう。
[00:45:22.480] まっすぐ。
[00:45:39.160] こいつだるい。うーん。た、
[00:45:51.200] おっと。
[00:45:52.240] 強いねんな。
[00:46:03.000] いや、もう強いよ。ア、
[00:46:11.200] オケ。とま、早くもうこのダンジョンクリアしたい。だるい。
[00:46:27.920] おもこら、お疲れ。もら、お疲れ。
[00:46:30.640] やってんでい。今日も出やんでい。え、まだ終わんないやん。いや、もうどんだけ出んねん、お前。
[00:46:44.880] うれ。
[00:46:49.760] 強。ほんまに強いからやめて。
[00:46:56.960] 昨日病院行ったらお薬増えちゃった。え?
[00:46:59.152] [笑い]
[00:47:00.359] 知らねえよ。大変だね。
[00:47:08.640] おお。勇者どもやっと会えた。どうしても力になりたくて後を追ってきたのだ。
[00:47:17.000] 後を追ってきたに俺ら先にいるじゃねけ。
[00:47:18.760] ラダトームの町を守るよう命じられたが、そんなことより君を助ける方がずっと重要だからな。
[00:47:26.160] ちょ、いいのかよ。それ
[00:47:29.400] 君の背中は私たちが守る。安心して先に進んでくれ。
[00:47:34.520] なんかこれ絶対これ偽物。これ偽物じゃねんか。
[00:47:39.480] お待ちください。ゆ、
[00:47:40.559] ほれ。
[00:47:41.839] それは幻です。
[00:47:42.640] なんかおかしいと思ったんだよ。
[00:47:44.760] MDXさん、こんばんは。
[00:47:45.720] ルビスよ。真実を示した前。
[00:47:49.280] 最強やん、それ。最強やん、それ。
[00:47:53.119] キプレイ。
[00:47:57.000] 実は気プレイでした。
[00:47:59.760] 幻でいい思いしたい。ルビス便利やな。
[00:48:03.480] やはり効かぬか。なんな精霊ルビス出た。お前なんやねん。
[00:48:12.079] え、誰?お前だったん?ずっと。
[00:48:15.599] メラトームの兵士は町を守る使命を。そんなことなんて決して言いませんわ。
[00:48:22.640] ああ、いいです。そうですね。
[00:48:24.520] 勇者様、このものです。[笑い]
[00:48:28.000] え、ずっと裏で糸引いてたの?お前
[00:48:33.559] 結構期待してたんだけど、こいつ誰やねん、さっきからと思ったら誰?なんかガスみたいなやつ出てきたよ。
[00:48:38.058] [笑い]
[00:48:41.640] 誰やねん、お前。
[00:48:42.480] その
[00:48:43.839] 君臭いで。臭そう。戦うんか?
[00:48:50.839] 貴様は危険だ。ここでキス。我がアジ。あの方の
[00:49:02.200] 我がアジって竜王のことだよな。実は違っえ。
[00:49:08.160] いっぱいいるんかい?[笑い]
[00:49:10.480] いるんかい?お前らなんか眩しいちょ
[00:49:14.280] いっぱいいるんかい?
[00:49:20.400] だえ?何名前?なんて?ダークドリーマー
[00:49:24.520] なんだそれ?え、もうこれしかないじゃん
[00:49:27.680] 。もうじゃあゾンビ切りしかないよ。もう
[00:49:31.760] 決める
[00:49:34.200] わ。え、何それ?あ、
[00:49:44.520] ここからだ。ちょっと待って。どうしようかな。え、待って。ホい、
[00:49:52.480] とりあえず鳥マ、これ回復して。ま、毒はまあまあ、ここだ。
[00:50:04.720] 決める。
[00:50:06.559] え、なんか全然当たんないよ、これ。何それ?え、当たんないよ、攻撃が。
[00:50:20.480] いた。
[00:50:25.880] せい。決める。
[00:50:29.720] いや、当たんない。何これた?やべ。
[00:50:34.280] え、これ何?強くね?やばい、やばい、やばい、やばい、やばい。うーん。
[00:50:46.160] ちゃまくん、ちゃんと当てないと負けちゃうよ。
[00:50:48.559] お、来た、こんばんは。来た、こんばんは。久しぶり。
[00:50:50.880] 久しぶりでもねえな、
[00:50:54.319] これ。何これ?いや、もうちょっとこれ無理やって。そんな頼まい。
[00:51:03.040] 当ててくれ。頼む。お、やった。え、え、お、当った、当った。やった、やった、やったった。当たるんかい?え、何それ?どういうからクリでしたか?今わかんなかったけど。
