[00:00:14.879] やり漫画な。
[02:45:16.359] せさ、こんばんは。今年もありがとうございました。くそ。この俺が人間ご時っていうかあれだわ。セフさんの焼肉や俺も行くから後でよろしく。くそ。この俺が人間ごりめっちゃ羨ましかった。あれじんちゃんたち言ったの。
[02:45:26.639] [笑い]
[02:45:32.439] カ無料とでも言いましょうか。
[02:45:35.359] に配信してくの年末だから。
[02:45:38.120] これから普通に配信してく年末だから。うーん。
[02:45:40.520] ま、今んとこ別に普通に配信普通にもう配信は早く今年もありがとうございうありがとね。
[02:45:48.840] 来年も来年もよろしくな。チズなチびな。あのチまギャルチまギチマ
[02:45:54.800] で肉チまずギャルチまずギャルあれとしてあのチまずギャル代表としてなよろしくな。
[02:46:01.640] きいて言ってもらわないといけないから。
[02:46:02.840] 今ちょうどスタヌの席開いてるけどギャル表なの?
[02:46:06.600] ギャル代表でしょ。まずギャ
[02:46:10.160] いやあ、マジで声優さんの焼肉行きたかった。あの、あのね、あのね、
[02:46:16.420] [笑い]
[02:46:20.160] 1人しかいない。
[02:46:22.560] いや、今だから言うけど遊び誘われてたんよ。
[02:46:25.479] じんちゃんたちから行こうぜって言われて
[02:46:27.880] て、あのね、時インドから帰ってきた週で
[02:46:32.720] やっぱ若干しんどくて行こうと思えば行け
[02:46:35.439] たんだけど、あのいやまあでもうまいっか
[02:46:39.840] ちょっと休むわつ断
[02:46:42.279] 行かなかったんだけど声優さんの焼肉屋
[02:46:44.680] 行く聞いてたら言ってたやん先に言っとけ
[02:46:47.080] よそれみたいないやせさんのお店行くんか
[02:46:49.800] いじゃあ行きたかったよみたい[笑い]な
[02:46:51.760] 笑笑
[02:46:53.439] じゃあ行きたかったよみたい
[02:46:55.560] 全然聞いてなかった。お、最後の鍵ゲットだぜ。うや。
[02:47:04.200] 天秤にかけてインドの疲れと天秤にかけてあいつらと遊ぶのどっちがあれかなつって若干インドの休み取りたいが勝っちゃったんだよ。ごめんなせっかく関東来てたのに。
[02:47:14.715] [笑い]
[02:47:22.840] いや、今回はいっかなってなっちゃ。いや、それを天秤に声優さんのお店が乗ってたら言ってたな。
[02:47:33.279] 栃木なの?
[02:47:34.800] 違うと。え、浅草だったかな?焼肉屋なんだよ。声優さんの実家。あなたが助けてくれなければ私たち食べられちゃったわ。
[02:47:37.641] [音楽]
[02:47:48.120] ちゃんとまゆこちゃんのイベントだった。
[02:47:50.120] ああ、そうなんだ。今度行こうね。
[02:47:51.800] 行きたい。行きたい。妻と娘を失うかもしれないと思った時、自分の命を失うことよりずっとずっと恐ろしくて気づいたら魔物に飛びかかっていました。
[02:47:56.636] [音楽]
[02:48:06.200] 今度行く時。
[02:48:07.479] それで勇気を出すということがどういうことか思い出すような気がするんです。今度行く時邪魔ゲーム誘うなんやね。俺は戦いよ。お前たちと故郷を守るために。
[02:48:14.976] [音楽]
[02:48:21.800] おお、いいですね。良かった。よかった。良かったね。よかったね。良い話。
[02:48:28.760] うん。グッドストーリー。やった。最後の鍵手に入れたぜ。最後の鍵手に入れたら絶対とこあるぞ。まだ宝箱とかめっちゃあるし。これで来に行けるようになりましたということですわな。
[02:48:29.386] [音楽]
[02:48:49.640] そういうことですわな。でも今日
[02:48:52.760] 8
[02:48:52.960] 時で終わるからね。今日はもうちょいとでき、もうちょいとできるな。
[02:49:02.359] は、
[02:49:03.680] なんでだよ。やだよ、俺。もう配信で年越しすんのめんどくさいって。嫌じゃそもそもだってみんなだってあれだべ。
[02:49:08.687] [笑い]
[02:49:17.279] こんな年越しまで配信見てねえだろ。
[02:49:21.720] 俺知ってんだから。今まで何回か今まで何
[02:49:25.080] 回かあの年越し配信やったけど12時過ぎ
[02:49:28.720] てから1時半ぐらいまでもコメントしない
[02:49:31.319] んだから。ああ、みんな家族と過ごしてる
[02:49:34.040] んだよな。そうだよねんだ。あの時あの
[02:49:37.600] 時間寂しいねんで。そうだよね。おめら
[02:49:40.640] 知らないだろうけど。ああ時間
[02:49:42.439] めっちゃ寂しいんだからな。
[02:49:51.120] 年末は笑ってはいけない。見るよね
[02:49:53.960] え。笑ってはいけないって今年もあんの?もう何年か前からやってないよね。何年か前からやってねえよな。あのあれって
[02:50:05.319] コロナと共になくなった。
[02:50:06.920] あ、そうだよね。[音楽]
[02:50:12.760] もうあの、え、ドラゴンシールドもらったけど弱いんじゃん。いないしね。
[02:50:18.359] 弱いんじゃん。あ、そっか。もうテレビ出れないんか。そっか。もうまっちゃんはさ、金髪肉だるバになってからマジで面白くなくなったよな。
[02:50:29.520] 昔のさ、リンカーンとかやってた頃のさ、ガリガリのさ、黒坊ーズのさ、まっちゃんが面白かったのに。
[02:50:39.399] 俺の公明や。
[02:50:40.200] この配信が令和の笑ってはいけない。いや、笑えや。笑えや。俺の子う、何?何?俺の子梅やって何?あ、あれだ。あれだ。あのまっちゃんのな。まっちゃんそんなこと言ったの?俺の子梅やって。
[02:51:02.200] らしい。
[02:51:03.120] ええ、すごいね。やっぱりさ、金持つとさ、そういうことなっちゃうんだろうな。あの、香川照雪のさ、
[02:51:15.479] 香川照る雪のさ、女の髪こうやってやってやってるみたいにやっぱそういう風になっちゃうんだろうな。やっぱそういう風になっちゃうんだよな。
[02:51:21.653] [笑い]
[02:51:24.520] お金持つと人間って
[02:51:27.399] あけおめ
[02:51:28.720] ちょっと早いけどな。これちょっとありがとな。これちょっとさ、
[02:51:31.080] いい顔してた。
[02:51:32.399] 香川は許された。
[02:51:34.160] 香川は許された。許されるべき。許されるべきじゃないだろ。あいつはなんかさ、あれなんだっけ?まだ宝箱色々あったよな。開けらんなかった宝箱どこだったかな?覚えてねえんだけどさ。
[02:51:50.479] てかラダトームになんかまだあるだろ。
[02:51:54.600] せっかく最後の鍵手に入れたんだし。見て
[02:51:56.840] もあるべ。なんか色々アイテム手に入り
[02:51:59.080] そうじゃね?
[02:52:03.573] [音楽]
[02:52:13.920] 俺は今日は年越しはちょっと近くの神社が
[02:52:17.920] ないなんてドラゴンクエスト[笑い]かよ
[02:52:20.319] 。嘘。メモっとくべきだった。[音楽]
[02:52:24.960] いや、俺はもうその時の感情のままにつつ
[02:52:28.239] 裏やってるから
[02:52:30.600] いいんだよ。またこうやってどこだっけ
[02:52:32.640] なって探すのもドラクエだろうが。
[02:52:36.239] そこも含めてだ。
[02:52:45.800] なんかでもまだ宝箱あったと思うんだよね
[02:52:47.720] 。
[02:52:50.734] [音楽]
[02:52:55.120] 年越しそば食うんかおめえら年越しそば
[02:52:58.760] ドラクエってポケモンでいう空を飛ぶみたいなので町から街飛んで行ける?
[02:53:01.869] [音楽]
[02:53:03.720] いやいけるよ。さっきからずっとやってるやん。
[02:53:07.279] 私越しうどん。
[02:53:09.080] ルラ年越しうどんね。俺もうどんの方が好きなんだよね。
[02:53:15.040] 俺もううどんの方が好き。でも年越しの時
[02:53:19.080] だけはそば食いますけどもね。
[02:53:23.920] でもやっぱいちいちそばとか食うんだ。
[02:53:29.040] 年越しそばなんてもうずっと食ってねえな
[02:53:30.760] 。ずっと配信してたから。年越しの時
[02:53:39.960] 宝箱ないね。
[02:53:43.319] あ、え、待って。ここ開く。あ、あら、
[02:53:46.120] ここが開くんだ。
[02:53:49.760] 誠の勇者なら盗みなとせずすだ。うるせえ
[02:53:52.680] 。この世界が今お前ピンチな時にそんな
[02:53:57.000] こと言ってんじゃねえよ。[音楽]
[02:54:00.080] 勇者ロとの戦術研究。勇者とがいかにして
[02:54:02.640] 大満王を破ったのか考察していく。人々を
[02:54:05.880] 守りたいという心志し。波た勇気の持ち主
[02:54:08.399] など精神的要因はここでは活する。勇者は
[02:54:12.520] 、え、権技の達人だったと言われているが
[02:54:14.560] 、それではなく呪文にも精通していたと
[02:54:16.760] 思われる。一端の戦士でも絵とかが難しい
[02:54:20.560] はやぶさ切り、そして超高力を持つ呪文
[02:54:23.479] ギガデ員を使いこなしていくようだ。いや
[02:54:25.080] 、俺使えるで、それ全部。もし再びはい
[02:54:27.800] はいはいはいはい。
[02:54:32.000] ローラ姫の日記。幼い。頃から私はお父様
[02:54:35.960] とお母様から勇者様の伝説を聞かされて
[02:54:38.000] 育ちました。かつてこの国を訪れた勇者
[02:54:40.239] ロットとこのその父親を、え、私の先祖
[02:54:42.439] ラルソは信用し助けた。えー、そして大
[02:54:45.880] 魔王を倒したロットは闇を払う力を持つ光
[02:54:48.000] の玉をラトム王家に託したのです。以来光
[02:54:51.200] の玉を守り勇者に協力することがラトム
[02:54:53.600] 王家の役目となりました。いつか私の前に
[02:54:56.880] 新しい勇者様が現れるかもしれません。
[02:54:59.319] きっとその方はドラゴンより強く、そして
[02:55:01.239] とても優しいお方でしょう。あ、いけない
[02:55:03.200] 。勇者なことを考えるとなぜか胸が
[02:55:04.640] ドキドキして眠れなくなってしまうのです
[02:55:06.520] 。
[02:55:09.200] なる精霊ルビスよ。この不思議なドキドキを抑えた前
[02:55:12.359] 胸キュン
[02:55:13.800] だいぶローラ様痛いっすね。だいぶローラ様痛いな。自分でそういうの書いちゃう。夢小説とか書くタイプだろうな。夢小説。
[02:55:25.680] BL2
[02:55:26.399] の夢小説書くタイプだろうな。多分な。
[02:55:29.239] あいたたたたた。
[02:55:30.399] 多分な。
[02:55:34.840] えー、なんか今何手に入れてた?悪魔の、え、強の鞭
[02:55:42.200] かになろうサイトに投稿してるけ
[02:55:45.000] なろなろに投稿してそうだよね。めちゃめちゃくソ長いタイトルつけてそうだよな。
[02:55:52.239] 王家の王家の娘である私が勇者様に恋をし
[02:55:55.319] たらなんだかんだでああダコ打でなんとか
[02:55:57.279] な剣みたいな
[02:56:00.080] クソ長いタイトルで
[02:56:03.439] ひめこいて略してなやそう
[02:56:07.160] だよな
[02:56:09.239] でなんだっけでなんだっけなんか手に入れ
[02:56:12.840] 勇者様がこんなはずない
[02:56:15.720] メミラーマジか
[02:56:20.319] よ。笑。
[02:56:23.040] 何?何?何?ビーズなんでビーズ?もう。あ、でも鍵閉まってるところはそっか。マップ見れば分かんのか。ミラーマっ何だっけ?レミラーっ何何だっけ?呪文忘れちゃった。ミラーマってあったよな。
[02:56:52.000] もうこの辺何もねえかな。
[02:56:52.920] めっちゃ長いタイトルつける。笑。
[02:56:55.080] え、そうなの?ビーズってビーズ俺あんまわか、ビーズって俺あんまわかんねえんだけどさ。ビー、ビーズじゃなくてビーズかな。めちゃめちゃ長いタイトルつけんの?そうな。例えば例えば例えば
[02:57:12.880] 1番長いビーズの曲のタイトル教えて。
[02:57:16.013] [音楽]
[02:57:18.720] ウルトラソウルぐらいしか知らないんだけど。こ何もねえよな。ここなんかあんのかな?一
[02:57:28.720] 部と全部だね。
[02:57:30.520] クソ短じけえじゃねえか。
[02:57:32.388] [笑い]
[02:57:33.439] 7文字じゃねえかよ。7
[02:57:34.840] 文字で長いのかよ。
[02:57:37.239] 愛のままにわがままに僕はき長い確かに。あ、あの曲ってそういうタイトルなんだ。マジで長いじゃん。なんだお前。
[02:57:39.593] [笑い]
[02:57:47.640] え、何?なんかイベント始まった。誰だお前?
[02:57:51.560] 笑。
[02:57:53.520] 愛のマにわには分かっておった。いずれロトの血を引く若が者がここを訪れることの。この誰もジの地下室まで来られたということはお主がそうなのであろう。それに知っておるぞ。
[02:58:21.399] にあっれじゃスティのもあるてさ。
[02:58:24.880] 何だからその手を話してオフザルックスタイル。どうどういう意味なのそれ?それどういうどういう意味それ?どういう曲なん?しかも細かいけどさ。
[02:58:33.303] [笑い]
[02:58:43.479] 細かいけどさ、あの、あ、オフザロックスタイルね。高卒。おい、うるせえボケ。こら、おい、高察煽りしてんじゃねえぞ。そう、重いおじゃねえのかよ。そこ
[02:58:55.640] wろ、そこ
[02:58:58.319] 中卒の間違えだろ。
[02:59:01.319] うわあ、高卒煽りされた。最悪。太陽の石もらった。この太陽の石はか昔勇者からラトームの大臣が、え、託されたものじゃ。
[02:59:12.760] 以来もここから声とひかに受け継がれてきたんじゃ。このことは王族やわしの息子である現在の大臣ですら知らぬ事なんてこれ高速だから。
[02:59:23.200] おランディうぜえ。あ、ランディうぜえ。全太陽の石を足しき者から守るため悪く思わんでくれ。
[02:59:27.669] [笑い]
[02:59:37.840] わいて、え、伝え聞いていた勇者のお主は
[02:59:42.560] 伝え聞いていた勇者の国によくわい。
[02:59:45.640] そなたがこの地に再び光をもたらすことは
[02:59:48.200] わしは信じておるぞ。
[02:59:53.080] さて、長い間太陽の意を見れ続けてわし
[02:59:56.520] ばかり疲れたわ。そろそろ休めなんか
[02:59:59.640] そろそろ休ませてもらうことにするなんか
[03:00:01.680] なんかお前死ぬんかなんだよね。
[03:00:04.040] 死にそう。死にそう。
[03:00:09.200] みんなもポケモンゲットだぞ。
[03:00:19.080] むくむくむくむくむくむくむくむくむくむくむかマカマカマカマカマカマカマカマカマカマカマカマカ
[03:00:55.960] ムクムクしてきた
[03:01:04.840] ね。やってますけども。言うてますけども
[03:01:08.720] 。
[03:01:11.359] ここなんか宝箱ありそうじゃねえか。
[03:01:14.600] すねちゃった。
[03:01:16.080] ここなんか宝箱あり死んでる。何?どうしたのこれ?
[03:01:27.319] 死んでる。笑笑
[03:01:28.720] し死んでる。宝箱ないかな?いや、なんかね、今ね、今
[03:01:36.040] 7時半でしょ?俺今日8
[03:01:37.560] 時に配信やめるてたじゃん。
[03:01:39.560] あと30
[03:01:40.160] 分でストーリーやったとこで多分全然進まないから残り
[03:01:43.560] 30
[03:01:43.800] 分どうやって時間潰そうかなって今すごい頭で悩んでるんですよね。もう残り
[03:01:48.600] 30分もう
[03:01:49.399] 見てくれ。めっちゃ長い鼻毛抜けた。
[03:01:52.160] 見ねえよ。たまにあるよね。めっちゃ長い鼻毛。俺最近鼻毛とさ、鼻毛とさ、あのちゲにさ、あの白かが出てきてさ。これが
[03:02:06.680] 30代の呪いなのかっていう。
[03:02:10.120] そういうところから入るっていうもんね。
[03:02:11.421] [音楽]
[03:02:13.439] 鼻毛とちゲにさ、あの白髪が生えてきたよ、最近。そういうところから
[03:02:21.560] ちゲはまだないわ。
[03:02:23.000] え、嘘でしょ?え、ちゲに
[03:02:25.000] 邪魔ゲームも30代になったんや。
[03:02:28.560] え、ちゲにちゲに白がないの?
[03:02:32.160] 俺は髭とみ産から来てぶち抜けよ。下はまだ経験ないわ。
[03:02:35.656] [音楽]
[03:02:38.720] 俺もない。
[03:02:39.800] え、ちょっと見ていい?今映ってないね。あ、わかんない。今は見つけらんないけど、たまになんか
[03:02:49.960] おい、映ってる?
[03:02:51.080] ち、映ってねえだろ。やめる
[03:02:52.439] 番になるやん。
[03:02:54.399] 映ってねえだろ。
[03:02:55.720] 何言ってるの?
[03:02:57.000] え、ちゲに、ちゲに最近白カが出てきたよって。
[03:03:02.520] 1
[03:03:02.680] 本ぐらいなんか生えてない?え、鼻毛は?鼻毛には生えてるでしょ?みんな
[03:03:07.160] 説明さすな。
[03:03:11.120] 鼻毛には生えてるでしょ?
[03:03:13.040] ない。
[03:03:14.880] え、俺白が多いんかな?
[03:03:18.080] 花火と髭はハール。花
[03:03:21.920] かなりショックだった。
[03:03:27.760] もう最近当たり前のように鼻毛に
[03:03:30.120] 早くない?遺伝もあるやろな。遺伝なのかな?でも髪には白が全然ないんだよ、俺。髪には白が全然ない。あ、開いてない場所発見。あるしね。
[03:03:37.227] [音楽]
[03:03:46.120] 開いてない場所発見。まあまあそうだよね。若白らとかあるもんね。
[03:03:53.602] [音楽]
[03:03:54.120] いろちゃんおじは柱がないの?
[03:04:01.640] 神矢印矢印髭の順で来た。白が生えるなら一気に全部なってほしいよな。ティンゲに。
[03:04:02.117] [音楽]
[03:04:12.279] え、叔父には叔父のちゲにはさ白がないのね。ま、見てるでしょうからね。
[03:04:20.200] 笑笑。
[03:04:21.560] まあまあ、ま、見る機会はありますでしょう。し、も、これセクやからな。言っとくっけど。
[03:04:30.120] 叔父のちの話をここ出させないで。大セハじもいる。怒られそう。
[03:04:33.558] [笑い]
[03:04:38.520] なんと賢者の精水です。
[03:04:41.279] 関節セクハやん。
[03:04:46.479] どっちに対する正体だったかわかんなく
[03:04:48.200] ない?8に対する正確体なのかに対する
[03:04:50.680] 正体の
[03:04:58.560] もう俺今あともうこの8時までの時間を
[03:05:00.960] どうやって潰そうかという[音楽]
[03:05:03.120] 街を全部回ってとりあえず実家帰える
[03:05:06.560] こいつらの金
[03:05:09.239] 俺らから言うとアウトだから茶げ代変わり
[03:05:10.893] [音楽]
[03:05:11.640] に聞い普通に明日。いや、普通にこの後何
[03:05:14.640] もないけど、普通に年越しまで配信したく
[03:05:17.920] ねえなと思って。
[03:05:20.880] 年越しま配信に身を捧げるのはやだなって
[03:05:23.720] 思ってやめるだけ。普通にこの後何もない
[03:05:26.359] 。ゆっくり年末を過ごすだけで。
[03:05:30.080] 明日普通に朝起きてから
[03:05:31.319] たらそんなこと気にする。
[03:05:33.120] んや気にするとか気にしないじゃなくて別になんかそんなにさこいてさ配信しなくてもいいんだよな。別に
[03:05:34.473] [音楽]
[03:05:46.399] 友達と神社とか行かへんのや。
[03:05:49.200] そんな友達おるか。いや、友達と神社とか昔は言ったよな。
[03:05:57.800] 昔はる友達ないもんな。
[03:06:00.520] いや、逆に言うけど、お前らはいんのかよ。じゃあおい、こら、おい、バ鹿にしやがって。お前らはなんだこの後じゃあなんだよ。神社に友達と行くんか?おい、こらてないの?
[03:06:11.439] 俺ら。
[03:06:12.359] おら。え、嘘でしょ?
[03:06:13.760] ごめん。仕事なんで?[音楽]
[03:06:16.279] 嘘でしょ?
[03:06:17.479] 家近かったら誘ってたんに。
[03:06:21.200] え、じゃあ今から
[03:06:22.120] よ。年始に神社友達と言ったことないよ。
[03:06:23.599] [音楽]
[03:06:25.600] 神社でマグわ。クソじがいるじゃ
[03:06:28.184] [笑い]
[03:06:28.960] 友達。
[03:06:29.800] クソじがいるじゃねえか。神社でマグアウト大昔のことじゃねえか、それし身で。じゃあ今からじゃあれか
[03:06:39.359] 12
[03:06:39.720] 時にじゃあ都内のなんか神社集合でオフ会するか。じゃあ
[03:06:45.680] 大晦日かは弱ばい。飲酒村のお方
[03:06:50.454] [笑い]
[03:06:52.000] 飲酒村出身もいます。
[03:06:56.600] もう行くとこがっちったじゃねえかよ。じゃあもう、もうちょっとちょっとだけ朝チャップするか。じゃあ朝チプちゃん
[03:07:05.960] 裏安これ。
[03:07:06.680] 朝チャップしようか。朝チャプ。え、八丁って何あれなの?裏安なんだ。ディズニーランドの近くなんだ。じゃあどこか。
[03:07:24.359] こほ何?
[03:07:27.359] ディズニーチャリで15分。
[03:07:29.479] ええ、やばえ。なんかいるんだ本当に。そういうやつディズニーとか行きてえな。
[03:07:44.359] 大鉄もいます。ワンカー。
[03:07:46.784] [笑い]
[03:07:47.640] あ、そういうこと。あ、そういうこと。あ、裏安だからね。うわあ。
[03:07:52.160] いや、今の気づけないの悔しい。なるほど。そうか。裏安だから大鉄ね。
[03:08:01.600] 鈍ってんね。
[03:08:02.560] いや、鈍ってんな。
[03:08:06.160] ブランク成人式です。
[03:08:07.920] あ、だけどでもあのランディランディでもランディも悪いわ。あのワンカートンする大説はこじゃなくておこうね。
[03:08:16.260] [音楽]
[03:08:16.960] おこだからそれ俺ちょっと反応できない。間違ってるもんだって。
[03:08:24.239] 笑笑だから。
[03:08:25.520] 笑笑か。
[03:08:30.560] これは間違ってるよ。いえ、ここはここ行くか。めんどくさそう。ここ
[03:08:42.520] 8
[03:08:42.760] 時までになんか中途半端のとこで終わりそうだから。
[03:08:45.399] 年明けここからにしたいんだけど。作者の家でかいよ。それは俺が悪いですわな。まく何本ぐらい加えれそう?タバコ。ええ、わかんねえけど。ワンカウトワンカードは無理だけど
[03:08:59.840] 1
[03:08:59.920] 箱ぐらいでいけんじゃない?いや、そんなことしないけどね。裏安の家族鉄家族の
[03:09:08.399] ここアパートでしょって見た目してる一見や。
[03:09:12.479] へえ。
[03:09:14.080] やっぱ陰勢で儲かってんだろうな。多分な。陰勢でア
[03:09:23.880] せア。
[03:09:27.800] これ中途半端とこになりそうだなあ。
[03:09:35.279] 何?10年週間連載してやね。
[03:09:38.120] え、何?え、
[03:09:40.960] 浦安って週刊連載なの?
[03:09:44.800] え、浦安って週慣連載なの?えぐくね?
[03:09:48.560] あのスピードであのネタ思いついてんの?
[03:09:51.279] 頭おかしいだろ。[笑い]
[03:09:54.279] あのスピードであのなあせを書き続けてる
[03:09:57.840] の。1週間1話は
[03:09:59.520] 後でかい家土白の社長の家
[03:10:03.840] 4人の警備員。
[03:10:05.439] へえ、すごいね。やっぱここ年上明けかしようぜ。メルキドのあのメルキドじゃねえ。このガの破壊してるかのように知ってるのね。
[03:10:20.600] 確かに
[03:10:24.520] 確かにジャグマン習慣すごい。やることねえし終わるべ。
[03:10:28.720] さ、もうやることねえし終わるべ。本当だよな。無理して
[03:10:32.640] 8時までやる必要ねえよな。
[03:10:35.760] あ、ただこれだけやっとくか。これで紋章を
[03:10:39.880] 5
[03:10:40.000] つつ集まったよということやな。できマんだ。
[03:10:49.200] それっぽい振り返りすっぺよ。
[03:10:51.200] ないよ、別に。俺半年配信やってねえやつが何を振り返んねん。
[03:10:58.640] 半年配信やってるやつ。
[03:10:59.840] おくじだけ今引かないか。
[03:11:01.560] ネットでおみくじ何それ?そんなあんの?
[03:11:04.479] UR
[03:11:04.880] あってじゃん。何それ?お、おみくじあるの?飛びくじ。えー、防御した時に
[03:11:13.000] MPが回復。へえ。
[03:11:16.387] [音楽]
[03:11:17.840] うらるきボンぬ。
[03:11:21.520] イニシエのネット民もいるじゃない?イニシエのネットミン。
[03:11:24.359] 俺たちを1人ぼっちにしやがって。
[03:11:26.560] 何が
[03:11:30.600] 1人ぼっちじゃないだろうがよ。
[03:11:33.359] URL省略な。
[03:11:34.920] 何なんそれ?おみくじ引けんの?何この安倍ひしのなくて寂しかった。
[03:11:37.347] [音楽]
[03:11:47.399] あ、ごめん、ごめん。
[03:11:48.319] で草。
[03:11:50.080] 安倍ひしのあれかと思ったわ。
[03:11:53.800] 安倍ひしのあのホームページかと思った。何この早かったぞ。
[03:11:59.617] [笑い]
[03:12:04.160] 何この
[03:12:05.279] 平成のホームページ?
[03:12:06.560] 何このしょうもない中期地。長期時期ってあまり良くない。今はあまり良くないかもしれません。いや、ひょっとしたら悪い状況にあるかもしれません。しかし直です。
[03:12:19.239] 静かにあなたのあなた自身を慎しんでいれば朝日の雪が消えるようにろんな問題は消滅していきます。焦らずに待ちましょう。うるせえ。
[03:12:30.080] ページのソースアホ。
[03:12:33.022] [笑い]
[03:12:33.760] 本当だ。
[03:12:35.279] URL
[03:12:35.880] 短。消えちゃったね。消えちゃったんだけど。あ、きちになった。これ何なんだよ。
[03:12:42.193] [笑い]
[03:12:44.040] かもなく不かもなく。笑。
[03:12:46.760] 何これ?じゃも大吉地出るまでやる。おい。はい。なんか中吉地ちょっと中吉地さっきと同じやつ出してくれ。読んでたんだから。読んでたんだから。
[03:13:04.520] 全然出ねえじゃねえか。何これ?基地しか出ないんだけど。基地と大吉地しか出ねえぞ、これ。
[03:13:17.560] もういいや。もういいや。もう俺別になんか神様とか信じてないし。あんま神様とか信じないねんな。わし。
[03:13:19.528] [笑い]
[03:13:29.720] はい。おみくじよりマリコバタフライの動画見た方が幸せになれるよ。
[03:13:35.200] また懐かしいな。マリコバタフライ。
[03:13:38.279] 俺のやつ見た?みんな
[03:13:40.600] 俺のうんちゃんが金払ってなんか俺のこと
[03:13:43.160] 歌わせたやつ。
[03:13:46.384] [音楽]
[03:13:50.720] チマゲームのなんとか大切にしてねなとか
[03:13:55.200] なんとか大丈夫みたいなやつ。じゃあ食べ
[03:13:59.479] てくるね。もう行ってらっしゃい。またな
[03:14:01.160] ようりな。LINEでもよろしくな。
[03:14:05.080] で、なんか、あの、あれを俺が
[03:14:07.840] Twitterでさ、Twitter
[03:14:09.439] に載せたんだよ。
[03:14:10.319] 笑った。あれ?
[03:14:11.359] Twitter
[03:14:11.680] に載せたの。で、そしたらさ、なんかマーブル、その後マーブルたちと遊んだ時にマーブルから
[03:14:20.640] あれくそ笑った。
[03:14:21.600] あれ誰なのとか言って、え、なんかまずマリコバフラ知らない時点でなんで知らねえんだよって俺言いたいんだけどさ、なんか俺のリスナーだと思ったらしくて、ほんまちゃまけのリスナー。
[03:14:33.680] 頭おかしやついっぱいおるなとか言ってた
[03:14:35.439] けど、やぱリスナーじゃねえよ。[笑い]
[03:14:38.040] だとしたらやばすぎんだろ。リスナーが
[03:14:40.160] 送ってき、あれを送ってくんのもやべえ
[03:14:42.200] けど、それを俺がTwitterに載せん
[03:14:44.279] のもやべえだろ。
[03:14:49.560] なんでマリコバタフレ知らんねん。まず
[03:14:59.680] 違うよ。ドワー風の洞窟とかないんだって
[03:15:02.319] 。
[03:15:06.295] [音楽]
[03:15:09.000] この下行ってなくね?この下のここ行って
[03:15:12.359] なくね?行ってみようじゃないか。時間
[03:15:15.160] 余ってるし。トヘロす。
[03:15:35.760] なんかあるやろ。ここ
[03:15:46.120] なんかあるやん。
[03:15:56.479] 聖なる。
[03:15:59.880] うん。じじが1人いる。
[03:16:01.760] マリコバタフライ音楽活動始めたらしいから次のレベルアップ。
[03:16:06.556] [笑い]
[03:16:07.080] そうなんだ。マリコバタフライ何音楽やってんの?今なんかでも前もギターかなんか引いてたよな。激ア。え、そなたがロトの血を引く誠の勇者などその印があるはず。俺かも立ちさ去されいい。あれ印ってどうやってもらうんだったっけ?なんかあったな。
[03:16:29.920] ああ、ここ虹の印もらうところか。なんかありましたね。あれロトの印ってどうやってもらうんだったかな?
[03:16:40.279] 何?ドラゴンバタフライはって言われても困るな。わって言われてもな。
[03:16:51.040] えー、
[03:16:53.061] [音楽]
[03:16:54.160] あと行ってねえとこあるか?あ、そこも
[03:16:56.560] 行ってないじゃない?そこもなんか気に
[03:16:58.600] なるよ。
[03:17:00.840] このちょっと待って。この上んとこのこの
[03:17:03.760] 砂漠の真ん中絶対なんかあるでしょ。
[03:17:19.760] じゃの真ん中なんかあるよ、絶対。
[03:17:54.479] え、3
[03:17:55.880] が日間なるらしい。坂風行かんようにな。
[03:17:57.906] [音楽]
[03:17:59.120] 何もないんかい?ありがとう。おめらも風邪引くなよ。もういっか今日ここまでしよっか。いっか今日ここまでしよう。
[03:18:07.731] [笑い]
[03:18:12.439] もう、もうなんかもういいわ。笑笑
[03:18:14.720] 終わり終わり。おしまいおしまい。今日ここまで。今年の配信ここまでです。腹減った。飯食う。腹が減ったからもう俺飯食って年越しに備えよう。ま、備えるも何もねえんだけどさ。久々に配信のない年越し。まにはいいじゃない。そんなのも。ことやした。
[03:18:32.622] [笑い]
[03:18:40.600] 今年もね、ちょっと半年ぐらい配信してなかったんですけど、ま、別に何も変わりないんで僕は。僕は何も変わりないんでね、相変わらずね。まだまあ来年もよろしく頼んますわ。うい。
[03:18:56.239] 体重も変わりなく飯食ったらディスコで桃鉄やろうぜ。あ、みんなで桃鉄やんのもいいけどね。体重も変わりなく。いや、でも少しずつ変わっていきたい。そう思っています。はい、ありがとうございました。
[03:19:09.520] 来年もよろしくな。
[03:19:10.960] ありがとな。来年もよろしい。頼むぞ。ほんまにな。俺を見捨てないでくれ。みんなな。頼むから俺を見せない。頼むから俺を見せてないでくれよ。はい。ということでありがとうございました。
[03:19:19.128] [笑い]
[03:19:28.680] 配信やってくれたら来るよ。
[03:19:30.600] やるって。ま、毎も
[03:19:32.359] 配信お疲れ様。
[03:19:33.840] あ、ごめちゃんありがとう。良い年でありがとに良い年をありがとな。
[03:19:38.840] まあ、来年っていうか、だから今休み中はやるし、来年このドラクエが終わった後予定ない暇そうな。
[03:19:49.800] ちょっとね、レド、うん、レドするけどちょっとね、平日はね、くて大丈夫。
[03:19:57.040] 平日はうん。平日はね、もういっかなって感じしんどいし。ま、もしかしてゲーム、あ、もう今日終わり。
