[00:00:07.480] あれこれ行ってる
[00:26:29.399] そういうの全部任せっきりでやってもらっ
[00:26:31.520] てるけどまそういうところねま俺ら結構
[00:26:33.480] そういうま俺自身こういう言い方あんま
[00:26:35.760] 好きじゃないんだけど裏方仕事みたいのは
[00:26:38.240] ま得意なんだよ
[00:26:39.799] ねは大変ですね大変なんだよねでも俺この
[00:26:43.480] 裏方仕事って言い方がすごい嫌いなのじ
[00:26:46.080] さんもそうだと思うけどああまあまあそう
[00:26:49.200] そうそうそうそううん僕ねこのねあのね全
[00:26:52.720] 全バンドマンに言いたい特にアチはね聞い
[00:26:55.880] てるか全バンドマンに言いたいあパート2
[00:26:59.279] ですこれあのねはいまそういういろんな
[00:27:02.039] 依頼が来るわけじゃないその何その
[00:27:05.120] リリックビデオ作ってくださいとかさはい
[00:27:08.360] あの何MVミュージックビデオ作って
[00:27:12.360] ください撮って編集からあの撮影から編集
[00:27:15.279] までお願いしますみたい
[00:27:17.000] ないるでしょそういうまそういう風に来る
[00:27:19.559] わけじゃんま来るねあの人らさでさま撮影
[00:27:23.480] 行くじゃんうんでま俺が撮影全部回します
[00:27:27.640] 1日かかるよねかかるねで終わるじゃん
[00:27:30.720] 終わるそこであいつら終わりだと思ってる
[00:27:32.720] とかあるよねはいあとよろしくみたいな
[00:27:35.080] ああはいあとお金渡してはいはいよろしく
[00:27:38.240] みたいなうん俺はもうそこがもうお前らの
[00:27:42.519] ためにこっちゃとやんのになんでもうもう
[00:27:46.159] なんかやりきった感出すんだよ奴らは奴ら
[00:27:49.919] はとかあまでも言とすること分かるでしょ
[00:27:52.960] 分かるよまけ全員ではない全員ではない
[00:27:55.200] 全員ではないうん全員ではないこれはあの
[00:27:56.799] 語弊があるわ確かに全員ではないんだけど
[00:27:59.640] そういう人が多いあの本当にね自分の作品
[00:28:03.640] になるわけじゃんま俺が作るから俺の作品
[00:28:05.559] でもあるわけなんだけど自分らのさ
[00:28:07.919] オリジナルの曲のさMVだのさその
[00:28:11.120] リリックビデオだのがさYouTubeで
[00:28:13.720] 全世間に発信するわけじゃんうんなのに
[00:28:16.440] もう撮影した時点でもうなんか
[00:28:18.159] Twitterとかにさ今日はとある撮影
[00:28:20.320] をしてきちゃいましたいつかなんあの発表
[00:28:23.840] するのでお楽しみにみたいなさで写真
[00:28:27.519] そうそうそうそうそうふざけんなよみたい
[00:28:31.600] なでそうそういう人に限ってあのなんて
[00:28:34.640] 言うのその編集に対して俺が聞くじゃん
[00:28:37.720] どういうあのイメージですかどういうあの
[00:28:41.600] まなんて例えばなんだろこのあの曲の
[00:28:45.000] カットを入れたりとかそうそうそうどう
[00:28:46.720] いう編集して欲しいですかみたいなの聞い
[00:28:48.960] ても丸投げあもう全部お願いしますはい
[00:28:50.960] みたいないやいやいやいやいや別にいいよ
[00:28:53.880] それでもあんたらがいいんだったら俺の
[00:28:55.840] センスでやるからでもそこはさこだわり
[00:29:00.559] 持って欲しいわけよそうねだって自分の曲
[00:29:04.600] じゃんそれをさね人に任せっきりで俺のさ
[00:29:09.600] イメージで俺の世界観で表現したやつを
[00:29:12.960] 自分の作品として発表しないで欲しいの
[00:29:15.679] うんそうねそこはちょっと違うかなうんだ
[00:29:19.240] もっとガンガンあるんだったら言って
[00:29:21.519] ほしいのね最初最初にね最初これこれ1番
[00:29:25.039] 大事最初に言ってほしいのお任せしますっ
[00:29:28.919] てさ言うじゃんうんでまこいつこだわり
[00:29:31.360] ねえんだなと思いながらあわかりました
[00:29:32.760] つって俺のイメージでやりますつってま1
[00:29:34.600] 本作るじゃんうんで納期ま俺もこれは俺
[00:29:37.360] 悪いんだけど納期ギリギリにね納期あと3
[00:29:39.919] 日ですって時にすいませんお待たせしまし
[00:29:41.919] たつってさあげるでしょでさしたらあここ
[00:29:46.919] こうしてほしいなあこここうしてほしいな
[00:29:49.000] あここやっぱりこうしてほしいなで一番
[00:29:51.080] ひどいのここ歌詞変わったんだよねみたい
[00:29:53.320] なうざ早ってくれバカ野郎あえだって今週
[00:29:59.679] までじゃないんですかって言っていや
[00:30:01.720] ちょっとお願いしますみたいなさお前は
[00:30:05.600] マジでさ金渡してるからってさねえそなて
[00:30:11.080] 思っちゃうなうんやめとこもうこれ以上
[00:30:13.960] あんまり言うと俺あのバンド界隈であの
[00:30:15.679] 怒られそうなんでうん怒られるね怒られる
[00:30:19.559] ねままさかこんな思ってたなんてと思われ
[00:30:22.399] ちゃねでも本当これは心の叫びマジでうん
[00:30:26.559] まけどバンド界隈だけじゃないと思うだけ
[00:30:29.240] じゃないよ多分そういう色々全てのことに
[00:30:31.120] そうだからそういうさまあネットでさ絵
[00:30:34.919] さんに絵書いてもらったりとかさうんあ
[00:30:37.840] そういうのも全部さまあるじゃんそういう
[00:30:41.440] なんて言うんだろうま自分にはできない
[00:30:43.360] ことを人に頼むわけじゃんそうなんですだ
[00:30:46.200] からなんかさそれなりの経緯を持って頼ん
[00:30:48.559] だ方がいいよねっていううん特にさんで
[00:30:51.880] よく聞くのがさうんもう無料で当たり前
[00:30:54.679] みたいなDMで書いてよて言ったら書いて
[00:30:57.399] もらえちゃうみたいなさあれなああいうの
[00:31:00.200] は良くないよね
[00:31:01.440] 本当友達関係だったとしてもやっぱそこは
[00:31:05.279] そう自分にできないことをやってもらうん
[00:31:07.919] だからお金お金でが全てってわけじゃない
[00:31:11.440] けどそれなんらしくなっちゃうかもしん
[00:31:13.039] ないけどやっぱそういう形でさ還元しない
[00:31:16.120] とねて思うんだよ
[00:31:18.120] ねまお金というかなんつうかな気持ちと
[00:31:22.519] いうか気持ちというかままあまあだから
[00:31:24.960] 軽くそそこはだっ絶対さSさんとかそう
[00:31:28.880] いううんプロじゃないセミプロみたいな人
[00:31:31.919] たってうんうんうん例え関係が友達だった
[00:31:36.000] としたらうんあ別に無料でいいよってなる
[00:31:39.760] じゃんそうそうそうあっちもそ言ってくる
[00:31:42.559] じゃんそうでもそこをもうこっそれで甘え
[00:31:46.559] ちゃだめだよねそうこっちがもう1枚
[00:31:49.960] なんぼでうんお願いしますていうのは必要
[00:31:54.120] をっだよねうんうんそうだと思そううんま
[00:31:59.440] このラジオをさまやってるアカウントと
[00:32:01.880] いうか僕自身このまYouTuberとし
[00:32:04.399] てのアカウントの方でこう活動してるから
[00:32:06.200] あんまりバンド版は見てないと思うんだ
[00:32:07.799] けどこう実況者さんでも一緒でそうそう
[00:32:10.720] そう例えばさね自分のプロフィールの絵を
[00:32:14.080] 書いてもらったり今だったらさ編集代行ま
[00:32:17.279] それは多分お金とってやってるんだろう
[00:32:18.799] けどまそういうの友達関係で頼んだりそう
[00:32:20.919] いうことあるかもしんないじゃんうんまあ
[00:32:22.799] ねそ技能を借りる技術を借りるとかはうん
[00:32:28.399] ねあの簡単に身につけられるもんじゃない
[00:32:31.080] からねその人の努力のだからそうそうだね
[00:32:34.080] 何時間何十時間ってやっぱ何百時間って
[00:32:36.320] 費やしてそれができるようになるわけだ
[00:32:38.279] からねそうだねそこに対しての感謝という
[00:32:41.080] かさできるんだからお願いなんかやってよ
[00:32:44.559] みたいなのはちょっとねちょっと違うかな
[00:32:47.360] てと思うよねうんはいそんな感じ
[00:32:52.279] ですそうそうそう話し始めれば話せんだよ
[00:32:56.000] な俺今日ちょっと不安だったんだようん
[00:32:58.159] なるほどねなんかあの前は緊張してた
[00:33:02.200] じゃんその初めてだったから前回のラジオ
[00:33:04.760] はだから逆に緊張があることでその気が
[00:33:08.880] 引き締まるじゃないけどはいはいはいはい
[00:33:10.880] だ俺なん最近俺ちょっと今日これラジオ
[00:33:12.799] 始まる前にうんいや俺最近生配信で
[00:33:16.000] めちゃくちゃ喋ってるしなもうちょっと生
[00:33:18.159] 配信というものに俺もちょっと慣れてきた
[00:33:21.120] なみたいなちょっとそういうのがあったの
[00:33:23.480] よちょ生を舐めてるみたいななんつかうん
[00:33:27.159] だからま心のどっかででもどうすっかな
[00:33:29.840] 話せなかったらどうしようって若干思って
[00:33:32.039] たんだけどはいはいまなんか話題があれば
[00:33:35.200] ね話せます
[00:33:38.039] わい感じうんそんな感じなるほどね想定さ
[00:33:43.639] だからさま全然話変わるんだけどうんあの
[00:33:47.960] 前回のラジオのさそのさじさんのさ医療
[00:33:51.600] トークの部分早く出してよいや別にいいん
[00:33:55.360] だそんなさあのなんて言うの自系列順に
[00:33:58.399] 全部あの要はさ前半後半とかまその最初
[00:34:01.320] から作ってくわけでしょあの何動画の頭
[00:34:04.600] ラジオの頭からどんどん編集してってる
[00:34:06.639] じゃんうんいいほん飛ばしてもう後回しに
[00:34:10.000] してそれこそそれをあの蔵入り蔵入ってか
[00:34:12.960] ねそ取ダメにしといてさっさと俺ああれ
[00:34:16.280] 出してほしいのなるほどね医療聞きたい
[00:34:19.879] 聞きたいの俺があ聞きたいんだうん皆さん
[00:34:23.000] もこうお楽しみにしててください本当に
[00:34:24.760] このグータラジオの
[00:34:27.599] じュさん前回のねじさんのペラが回る
