[00:00:15.210] 持った
[00:25:37.409] あれ金にしたらさそうだねあなられ
[00:25:42.260] フォロな鍋って何だろうねぇ
[00:25:45.580] 本当に30代か
[00:25:47.860] まーちゃえっ
[00:25:49.300] 多分その前身となったのがうん
[00:25:52.470] 俺の中でなんだけど
[00:25:55.080] ねこ鍋ってなんかなある明治雑誌ってか
[00:25:58.950] 写真手そうそう猫が鍋に入ってるやつ寝の
[00:26:01.919] かわいいジョンソかわいいやってやされ
[00:26:04.169] びゅーん
[00:26:05.549] 全部あのせーなーと思ってなんだよ
[00:26:08.430] コロナ鍋なん
[00:26:10.269] でに意味わかんな
[00:26:11.929] この鍋ダムなベッドこういった頃な鍋大
[00:26:15.440] そこにする予定
[00:26:16.740] uwpa 賦存想像してみててねーぞ要は
[00:26:20.429] ジョンレーナーみたいな今じゃねーよっ
[00:26:24.150] いい勝もうそう
[00:26:26.370] 鍋を
[00:26:27.940] なんだ後急に見たと言って on
[00:26:30.940] きたらコロナ鍋っていうのをなんと
[00:26:33.250] なーーーアロンザワールが者級で
[00:26:36.790] とそうそうですはい早いやんかちょっと
[00:26:38.710] 壮大なこと考えるねー
[00:26:41.149] ずーっとそれだと思ってて素ですねあぁ
[00:26:44.539] そう
[00:26:46.119] アホだねぇ
[00:26:47.590] これ始めた離して人にはこれあのこれは
[00:26:51.130] まぁ前回のそのなんていうんだろうあの
[00:26:53.620] 第0回あるじゃない
[00:26:55.399] no podcast の暴動でも話し
[00:26:58.399] てるんだけど
[00:26:59.659] 5またね
[00:27:01.039] 今回初見で聞いている人に説明すると
[00:27:04.339] 純じゃん
[00:27:06.909] ばかーなんだよねうん
[00:27:08.890] [笑い]
[00:27:11.529] ねっ
[00:27:12.399] まあまあ今よく言われるかよく言われるよ
[00:27:14.979] ねーフシギダネ飲んで金なんて言われる
[00:27:16.989] だろうね
[00:27:18.380] いやーはカーゴ山ねー
[00:27:21.460] name らー皆さんバカでしょ
[00:27:24.419] いいからわからないのはもうバカないやぁ
[00:27:27.989] まぁ
[00:27:28.940] 何だろう
[00:27:30.119] 馬鹿じゃないよいいところでおけば
[00:27:32.870] いや絶対間に挙げているいやに上っている
[00:27:35.750] 終始ないけど俺は俺は純さんとは喋るとき
[00:27:39.590] は終始に開けている
[00:27:42.230] 何かやらかすんじゃねーよねいやだから
[00:27:45.590] でもねこれらじおだからねラジオねまがり
[00:27:48.890] なりにもラジよっていうこの
[00:27:51.080] 大層なものを背負ってやってるから
[00:27:54.669] あまりねなんというかいいんだよあの
[00:27:58.509] プライベートで俺と音順さんで2人で喋っ
[00:28:00.700] てるときに
[00:28:02.390] あの
[00:28:03.950] なんていうのかな
[00:28:05.389] その
[00:28:07.120] 支離滅裂というか回表が成り立たなくても
[00:28:09.580] 俺は別に俺は俺で思う面白いから
[00:28:12.920] いいんだけどラジオじゃ
[00:28:15.520] ラジオねで初めて聞く人がほとんどでしょ
[00:28:18.340] 僕らのことなんか全然知らない人が聞いて
[00:28:20.830] くれるわけじゃん家すぎ sis でも
[00:28:24.010] モードもなんでもいいんだけどあのねぇ
[00:28:25.930] そこで行
[00:28:27.920] あんまり株した発言というか
[00:28:31.059] じゃあ俺んながら外れてないんだやるぞ
[00:28:33.129] そうそれがわからないのがアレなんだけど
[00:28:35.590] ね
[00:28:37.760] 荒されちゃうのがちょっと怖いな
[00:28:40.670] だから俺は毎回これ説明しようかなと思う
[00:28:43.580] この冒頭にジュンサンはおバカですって
[00:28:46.220] 言っ
[00:28:47.760] ブーブー
[00:29:07.620] マームナンバーだからそういうところも
[00:29:10.140] このぐうたら塩なまあよさといいますかね
[00:29:13.890] キャラといいますか
[00:29:15.570] 名物にしていきたいななんて思ってるわけ
[00:29:17.790] ですよ
[00:29:18.809] わかんないよこれあと何年も続けてさ
[00:29:22.820] いろいろな聞いてくれる人が増えるとする
[00:29:24.830] じゃないん
[00:29:26.140] もうこのなく歌ラジオと言ったらあの淳
[00:29:30.520] さんなアホな発言がなきゃ始まらない
[00:29:34.450] でしょうみたいな風になってるかもしれ
[00:29:35.830] ないからね逆もあるよちゃらのあの
[00:29:39.640] トークがないとダメですねとてる人がいる
[00:29:43.240] かもしれんまあそうもしもリダさっき言っ
[00:29:46.390] たように淳さんのあのおバカなトークが
[00:29:49.720] ないとっていう人が出てきたとしても全体
[00:29:52.510] の2割だろうで
[00:29:54.750] あっ8割はオレの頭ください
[00:29:58.020] ああ
[00:29:59.220] やべあまんまいこうっていう間ありがたう
[00:30:02.460] 天狗野郎見て離れからさー
[00:30:04.630] 強気だぜ嘘今の上段嫌いにならないでみん
[00:30:08.380] がぁ
[00:30:10.690] あんまりね
[00:30:11.680] 天狗になっているところを聞かれたくない
[00:30:13.240] ので
[00:30:14.080] めちゃまあまああるあのいろんなあの配信
[00:30:17.620] 見ててうん
[00:30:19.250] あの
[00:30:20.740] 怖いよね強いっていうかなんていうん
[00:30:22.630] だろう何言葉に届けがあるというか俺ね
[00:30:25.480] あのマジでガチで知らない人と喋った時に
[00:30:30.990] ながトゲがあるように
[00:30:33.330] 感じる人も中には居るまぁねぇ俺はそれ
[00:30:36.150] 自分でもわかってると結構
[00:30:39.900] あのねギリギリを攻めたワードというか
[00:30:43.530] ギリギリを攻めたワードあのこれ大丈夫
[00:30:47.070] みたいなとこまで行っちゃう時はあるね
[00:30:51.490] 木を攻めタワーのあーめ水速報ってなる
[00:30:54.640] とこじゃねえんだけどさ
[00:30:56.559] そんなはの床に落ちてるんだろう違うよだ
[00:30:59.409] からさーまー日本語のねこれ奥ゆかしさと
[00:31:02.110] いいますか
[00:31:03.309] 日本語って難しいじゃない
[00:31:05.950] ねだから同じ音意味の言葉でもさ攻撃力
[00:31:09.370] じゃないですけど
[00:31:10.720] あるじゃん
[00:31:12.519] 攻撃力にあるね例えばさじゅんさんにか
[00:31:15.810] あの
[00:31:16.960] バカって言うのとさあ
[00:31:20.310] 俺ね巡査にバーカっていうのと
[00:31:22.680] うーんあのジュンサンはのを頭がよろしく
[00:31:26.160] ないようでって言ったとするじゃんどっち
[00:31:30.120] のが傷つく
[00:31:31.320] へ高校車ああそっちかあっ俺は逆になっ俺
[00:31:36.510] を言ってと思った如意一周回って馬鹿にし
[00:31:39.630] てるよね悪いかしたらそのまでも際言葉的
[00:31:43.179] には柔らかくしてるじゃない
[00:31:45.260] まあ言葉的にあ
[00:31:47.330] marna カル溺れの例があるかった
[00:31:49.580] まあそれと一緒でさその日本語ってね言い
[00:31:52.250] 方次第で
[00:31:53.950] その何とでもなっちゃうでしょ
[00:32:10.530] [音楽]
[00:32:12.130] ブービーにょるコミュニケーションって
[00:32:14.930] 余計ジャンプの日本ものその面倒くささが
[00:32:17.130] 出る者
[00:32:18.060] でるネ言葉のサー
[00:32:20.210] もうあのなんていうの
[00:32:22.430] まあ持ちだから自分の声のトーン
[00:32:26.380] ねあとなんてにゃいいでしょんだ関数
[00:32:30.250] 伝わんないじゃない
[00:32:31.789] 山内だからそれでなんか人とこうなんて
[00:32:35.359] いうかなまぁでず嫌いじゃないけど苦手な
[00:32:38.450] んで人とこうなんか
[00:32:40.159] 文字だけだかラインとかもすげー苦手だし
[00:32:43.230] だからこう自分は好きすると喋れてが自分
[00:32:47.160] の思った通りにじゃないけど伝わるんじゃ
[00:32:50.130] ないかなあみたいな感じでトークとか
[00:32:52.500] ラジオとか雑談なんかしてるんだけど
[00:32:56.899] そめんどくせーの日本を追って
[00:32:59.480] 尿ごめんなさい面倒臭いねうーん例えば何
[00:33:02.210] でもいいんだけどなんだろうなあのすい
[00:33:05.420] ませんって言葉あるじゃん
[00:33:07.570] あれってめんどくさくないん
[00:33:11.020] あのうんめんどくさいのはわかるんだけど
[00:33:14.140] 一つ入っていなにー
[00:33:16.470] あれすいませんじゃなくて売る末孫があっ
[00:33:18.990] た
[00:33:20.230] そういうやいるわー
[00:33:23.000] うわぁ今30代っぽいところでた
[00:33:26.150] おっさんくすえとこでたというちっちゃい
[00:33:28.820] とか気にする
[00:33:31.100] あーおっさんだわ三農問題だ
[00:33:34.790] 流れがすいませんじゃなくてすみませんめ
[00:33:37.370] とレイでーすはいじゃあ
[00:33:39.740] 水族館ね水続刊じゃなくて
[00:33:43.620] いやーそれは嫌そうハットエンダー持って
[00:33:46.680] 行ったらあれだよ
[00:33:47.760] せんたっきじゃなくて洗濯機だもんね
[00:33:51.640] アーマーそうなんだったけどあれ肝心し
[00:33:53.710] たらわからないんですようんなんという
[00:33:55.930] ことを文字の場合は
[00:33:57.970] 座に足りないまあまあねが生まれ
[00:34:01.149] 笑ってすいませんとすみませんでもう
[00:34:05.970] 明らかに違いがわかるでも耳にした時に音
[00:34:08.790] も耳にした時にはああ
[00:34:11.850] そうねセンタッキー朝別に感じ番手永井
[00:34:14.610] わからなかったはいはい
[00:34:17.670] 母の10歳れてるはどんなですみませんと
[00:34:21.090] いう日本語なよねこれねもうめんどくさい
[00:34:23.580] んですよ
[00:34:24.849] あのーすみませんってこうまあ謝る言葉
[00:34:28.459] じゃないすみませんでしたすみませんって
[00:34:30.950] 優勝
[00:34:32.190] でも人を呼ぶときもさすいませんという
[00:34:34.530] ジャ
[00:34:35.750] これがあの海外の方には意味わかんない
[00:34:40.129] よってなんだや末端のこの日所
[00:34:43.360] を
[00:34:44.740] ジャイロ sorry そうそう明日アヌ
[00:34:48.450] フォレ
[00:34:49.990] うちの会社の海外に出張した人に聞いたん
[00:34:54.490] だけどおっさんの音社員と一緒に行ったん
[00:34:57.670] だティラーあのー版旅に行ったら海外で f
[00:35:03.010] おっさんの社員がねぇ
[00:35:04.730] 店員さんを呼ぶのに
[00:35:06.520] ソーリーソーリーっていうのがあってだ
[00:35:08.680] からそれはー
[00:35:10.600] すいません罪ませんってさ
[00:35:13.000] まあこっちはそれで通じると思ってるすみ
[00:35:15.730] ません
[00:35:16.810] マッチねその海外の人からしたら何でこの
[00:35:19.600] 人4店入ってきたや待ってるのみだ
[00:35:23.119] まあそうなるねあっちがさちゃんとその
[00:35:25.999] なんての人を呼ぶために
[00:35:27.349] エクスキューズミーじゃんその寝てろが
[00:35:29.930] あるじゃん
[00:35:31.040] 日本語もさ
[00:35:33.240] あればいいのにねあるんだけど
[00:35:36.140] 人は呼ぶときに作家すみませんでもじゃあ
[00:35:39.200] 次のせいっちゃうよねなんて言う人を呼ぶ
[00:35:41.240] とき
[00:35:42.780] だを手話ではを愛すお願いしまーすとか
[00:35:45.060] そういう感じですいませんフィットじゃ
[00:35:46.410] ありません
[00:35:47.640] だめだ言ってるああああめっちゃうよねー
[00:35:51.910] アナウンスよ1店員さんを呼ぶ時特に
[00:35:56.650] あっすみすみません縛りするじゃ済みませ
[00:36:00.220] これから1週間
